"","X","Item","Participant","ID","Filename","DeletionMorph","DeviantPronun","Accentuation","Annotator","Order","WordDur","SyllNum","SegNum","ConsonantDur","PrecSeg","PrecSegVC","PrecSegDur","FollSeg","FollSegVC","FollSegDur","PrePauseDur","PostPauseDur","SentenceDur","GlottalStop","GlottalStopDur","LocSpeech","AffixDur","BaseDuration","FirstSyllDur","WordDurWithoutGlottalStop","AffixDurWithoutGlottalStop","Environment","Affix","WordFormFrequencyBNC","WordFormFrequencyAllCOCA","WordFormFrequencySpokenCOCA","Base","WordLemmaFrequencyBNC","BaseLemmaFrequencyBNC","SyllPhon","AffixStress","BaseInitialStress","SemanticTransparency","TypeOfRoot","Rating","TimeRating","TotalTime","Age","Sex","L1","Bilingual","Grow_Up_Region","Languages","Latin","Profession_Studies","University","Knowledge_English_Ling","Phonetics","Phonology","Morphology","Semantics","AccentuationCondition","Experiment","logWordFormFreq","logBaseLemmaFreq","logWordLemmaFreq","RelFreq","logRelFreq","Root","BaseFinalStress","SuffixAdjSuffix","LastSyllDur","InCorpus","Consonant","Orthography","median","TypeOfBase","PrePause","PostPause","GlobalSpeechRate","WordFreqCategorical","RatingCategorical"
"1",1184,"inact","Experiment_1_participant_28",3201,"Participant_28_107.TextGrid","N","N","Unaccented","Lara",10,0.4183158112,2,6,0.0516932501,"I","V",0.0561290874,"{","V",0.1084783209,0,0,2.9059669946,"GlottalStop",0.0558041836,14.3432302575,0.163626521,0.2546892901,0.163626521,0.3625116276,0.1078223374,"n#V","Loc",2,0,0,"act",2,38099,2,"unstressed","primary","transparent","word",2,757.61,650.42,19,"Female","British English","No","Kent. England","Brazilian Portuguese. basic","No","Psychological and Behavioural Sciences. First Year","University of Cambridge","No","No","No","No","No","unaccented","Experiment_1",0.693147180559945,10.5479433140512,0.693147180559945,0.0000524948161369065,-9.85479613349124,NA,NA,NA,NA,NA,NA,"n",2,"word","No Pause","No Pause",3.09707578121989,"LowFreq","simply_decomposed"
"2",1185,"inact","Experiment_1_participant_32",4144,"Participant_32_134.TextGrid","N","N","Accented","Mandy",40,0.76286412,2,5,0.0656459801,"I","V",0.0663160785,"{","V",0.1797512193,0.0866655869,0.250236787,2.0798355917,"NoGlottalStop",0,6.5542471705,0.1319620586,0.6309020614,0.1319620586,0.76286412,0.1319620586,"n#V","Loc",2,0,0,"act",2,38099,2,"unstressed","primary","transparent","word",2,609.81,528.25,18,"Female","British English","No","North London","Basic French","Yes I did Latin GCSE","Natural Sciences (Biological). 1st year","Cambridge","No","No","No","No","No","accented","Experiment_1",0.693147180559945,10.5479433140512,0.693147180559945,0.0000524948161369065,-9.85479613349124,NA,NA,NA,NA,NA,NA,"n",2,"word","Pause","Pause",1.92322893980793,"LowFreq","simply_decomposed"
"3",1186,"inact","Experiment_1_participant_3",4340,"Participant_3_152.TextGrid","N","N","Unaccented","Yannick",60,0.3291219725,2,5,0.0568055234,"I","V",0.0448629511,"{","V",0.1065010008,0,0,2.2097313401,"NoGlottalStop",0,15.1919361757,0.1016684745,0.227453498,0.1016684745,0.3291219725,0.1016684745,"n#V","Loc",2,0,0,"act",2,38099,2,"unstressed","primary","transparent","word",4,1315.26,1129.05,19,"male","British English","no","Norfolk","Japanese - basic","no","English Language and English Language Teaching (Year 2)","Anglia Ruskin University","yes. for 1 year (with university)","yes","yes","yes","yes","unaccented","Experiment_1",0.693147180559945,10.5479433140512,0.693147180559945,0.0000524948161369065,-9.85479613349124,NA,NA,NA,NA,NA,NA,"n",2,"word","No Pause","No Pause",4.07289331362459,"LowFreq","difficultly_decomposed"
"4",1187,"inact","Experiment_1_participant_13",651,"Participant_13_24.TextGrid","N","N","Unaccented","Yannick",157,0.417757489,2,5,0.0439183501,"I","V",0.0378128668,"{","V",0.1296327217,0.6513952927,0,4.326055922,"NoGlottalStop",0,11.9686663486,0.0817312169,0.336026272,0.0817312169,0.417757489,0.0817312169,"n#V","Loc",2,0,0,"act",2,38099,2,"unstressed","primary","transparent","word",4,1011.46,825.5,35,"male","British","no","UK","none","yes. 2 years","law phd 5 year","ARU","no","No","No","No","No","unaccented","Experiment_1",0.693147180559945,10.5479433140512,0.693147180559945,0.0000524948161369065,-9.85479613349124,NA,NA,NA,NA,NA,NA,"n",2,"word","Pause","No Pause",2.08041693456407,"LowFreq","difficultly_decomposed"
"5",1188,"inact","Experiment_1_participant_6",5011,"Participant_6_44.TextGrid","N","N","Accented","Viktoria",258,0.6167040492,2,5,0.0615180952,"I","V",0.1357688776,"3","V",0.2009748187,0,0.1689755426,1.7556235828,"NoGlottalStop",0,8.1076166212,0.1972869727,0.4194170765,0.1972869727,0.6167040492,0.1972869727,"n#V","Loc",2,0,0,"act",2,38099,2,"unstressed","primary","transparent","word",1,691.99,605.49,32,"Male","British English","No","England. Hertfordshire","Very Basic Spanish","No","BA Fine Art","Anglia Ruskin","No","No","No","No","No","accented","Experiment_1",0.693147180559945,10.5479433140512,0.693147180559945,0.0000524948161369065,-9.85479613349124,NA,NA,NA,NA,NA,NA,"n",2,"word","No Pause","Pause",2.27839272563228,"LowFreq","simply_decomposed"
"6",1189,"inact","Experiment_1_participant_19",1773,"Participant_19_247.TextGrid","N","N","Accented","Lara",165,0.6027291347,2,5,0.0805581181,"I","V",0.0812379457,"{","V",0.1602774056,0.2018058957,0.3590180032,2.2434950869,"NoGlottalStop",0,8.295600316,0.1617960638,0.4409330709,0.1617960638,0.6027291347,0.1617960638,"n#V","Loc",2,0,0,"act",2,38099,2,"unstressed","primary","transparent","word",1,1680.43,1512.78,19,"male","British","Not bilingual","Brentwood. Essex","Can speak no other language","I know of latin but have never learnt or attempted to speak it","Film Year 1","Anglia Ruskin","NO","No","No","No","No","accented","Experiment_1",0.693147180559945,10.5479433140512,0.693147180559945,0.0000524948161369065,-9.85479613349124,NA,NA,NA,NA,NA,NA,"n",2,"word","Pause","Pause",1.78293236448629,"LowFreq","simply_decomposed"
"7",1190,"inact","Experiment_1_participant_4",4506,"Participant_4_129.TextGrid","N","N","Accented","Viktoria",34,0.6019903113,2,5,0.0549589604,"I","V",0.1174956075,"{","V",0.1800181181,0,0,1.6492237779,"NoGlottalStop",0,8.3057815157,0.1724545679,0.4295357434,0.1724545679,0.6019903113,0.1724545679,"n#V","Loc",2,0,0,"act",2,38099,2,"unstressed","primary","transparent","word",4,827.78,687.64,29,"MALE","BRITISH","N/A","SPRATTON. NORTHAMPTONSHIRE","BASIC FRENCH AND GERMAN","KNOWLEDGE FROM BIOMEDICAL TERMS","BIOMEDICAL SCIENCE YEAR 2","ANGLIA RUSKIN","NO","NO","NO","NO","NO","accented","Experiment_1",0.693147180559945,10.5479433140512,0.693147180559945,0.0000524948161369065,-9.85479613349124,NA,NA,NA,NA,NA,NA,"n",2,"word","No Pause","No Pause",2.42538341588387,"LowFreq","difficultly_decomposed"
"8",1191,"inact","Experiment_1_participant_20",2030,"Participant_20_68.TextGrid","N","N","Accented","Simon",284,0.720984437,2,5,0.0656694188,"I","V",0.1210300175,"{","V",0.1607953342,0.2471705826,0.5289775962,2.7650614135,"NoGlottalStop",0,6.9349624533,0.1866994363,0.5342850007,0.1866994363,0.720984437,0.1866994363,"n#V","Loc",2,0,0,"act",2,38099,2,"unstressed","primary","transparent","word",4,928.7,842.19,24,"female","British English ","no","West Sussex","Mandarin. Basic ","no","MA Dramatherapy year 1","Anglia Ruskin","No","No","No","No","No","accented","Experiment_1",0.693147180559945,10.5479433140512,0.693147180559945,0.0000524948161369065,-9.85479613349124,NA,NA,NA,NA,NA,NA,"n",2,"word","Pause","Pause",1.44662248023519,"LowFreq","difficultly_decomposed"
"9",1192,"inact","Experiment_1_participant_29",3556,"Participant_29_85.TextGrid","N","N","Accented","Simon",303,0.4704865195,2,5,0.0501509319,"I","V",0.0781195052,"{","V",0.1313382468,0,0,2.9231311953,"NoGlottalStop",0,10.6272970495,0.1282704371,0.3422160824,0.1282704371,0.4704865195,0.1282704371,"n#V","Loc",2,0,0,"act",2,38099,2,"unstressed","primary","transparent","word",1,1220.52,1005.9,61,"Female","British","no","UK","French medium","no","not currently","Leicester","yes","yes","yes","yes","yes","unaccented","Experiment_1",0.693147180559945,10.5479433140512,0.693147180559945,0.0000524948161369065,-9.85479613349124,NA,NA,NA,NA,NA,NA,"n",2,"word","No Pause","No Pause",3.07889020324192,"LowFreq","simply_decomposed"
"10",1193,"inact","Experiment_1_participant_26",2989,"Participant_26_7.TextGrid","N","N","Accented","Mandy",286,0.7703480292,2,5,0.0453443978,"I","V",0.0939875331,"{","V",0.1893795436,0,0.2043358922,2.0333796899,"GlottalStop",0.176825243,6.4905728458,0.3161571739,0.4541908553,0.3161571739,0.5935227861,0.1393319308,"n#V","Loc",2,0,0,"act",2,38099,2,"unstressed","primary","transparent","word",2,740.99,621.16,19,"Male","British English","No","Buckingham. England","None","No","Computer Gaming Technology. 2nd Year","Anglia Ruskin University","No","No","no","No","No","accented","Experiment_1",0.693147180559945,10.5479433140512,0.693147180559945,0.0000524948161369065,-9.85479613349124,NA,NA,NA,NA,NA,NA,"n",2,"word","No Pause","Pause",1.96716826663923,"LowFreq","simply_decomposed"
"11",1194,"inact","Experiment_1_participant_24",2567,"Participant_24_251.TextGrid","N","N","Accented","Simon",170,0.480845805,2,5,0.0766079825,"I","V",0.0768089271,"{","V",0.1417939747,0.0799846939,0,4.3653506018,"NoGlottalStop",0,10.3983438103,0.1534169096,0.3274288954,0.1534169096,0.480845805,0.1534169096,"n#V","Loc",2,0,0,"act",2,38099,2,"unstressed","primary","transparent","word",1,1106.06,951.67,47,"m","English British ","no","United Kingdom","French basic","no","not applicable","not applicable","no","no","no","no","no","unaccented","Experiment_1",0.693147180559945,10.5479433140512,0.693147180559945,0.0000524948161369065,-9.85479613349124,NA,NA,NA,NA,NA,NA,"n",2,"word","Pause","No Pause",2.06169007279483,"LowFreq","simply_decomposed"
"12",1195,"inact","Experiment_1_participant_9",5603,"Participant_9_85.TextGrid","N","N","Accented","Mandy",303,0.4704937745,2,6,0.0492383309,"I","V",0.0513384115,"A","V",0.1405842394,0.0603146853,0,1.5996282776,"NoGlottalStop",0,12.7525598115,0.1005767425,0.369917032,0.1005767425,0.4704937745,0.1005767425,"n#V","Loc",2,0,0,"act",2,38099,2,"unstressed","primary","transparent","word",3,1013.95,871.53,19,"female","British English","no","England","French. basic","no","BA(Hons) first year","Anglia Ruskin University","Yes. 2 years","Yes","Yes","Yes","Yes","accented","Experiment_1",0.693147180559945,10.5479433140512,0.693147180559945,0.0000524948161369065,-9.85479613349124,NA,NA,NA,NA,NA,NA,"n",2,"word","Pause","No Pause",2.50058095122036,"LowFreq","difficultly_decomposed"
"13",1196,"inact","Experiment_1_participant_15",1058,"Participant_15_289.TextGrid","N","N","Unaccented","Simon",211,0.4554081013,2,5,0.0439671613,"I","V",0.0777132267,"{","V",0.1413543195,0.0759562222,0.0390173847,2.8441361975,"NoGlottalStop",0,10.9791634923,0.121680388,0.3337277133,0.121680388,0.4554081013,0.121680388,"n#V","Loc",2,0,0,"act",2,38099,2,"unstressed","primary","transparent","word",1,905.94,743.31,57,"female","British English","No","South East England","French - proficient. Italian - proficient. German - medium proficient","No","MA in Translation. 3rd year","Bristol","No","No","No","No","No","unaccented","Experiment_1",0.693147180559945,10.5479433140512,0.693147180559945,0.0000524948161369065,-9.85479613349124,NA,NA,NA,NA,NA,NA,"n",2,"word","Pause","Pause",3.16440542049674,"LowFreq","simply_decomposed"
"14",1197,"inact","Experiment_1_participant_27",3020,"Participant_27_116.TextGrid","N","N","Accented","Simon",20,0.4341734694,2,5,0.0520941602,"I","V",0.0511328385,"{","V",0.0943252351,0.0262517007,0.1384785268,2.8447454133,"NoGlottalStop",0,11.5161343392,0.1032269987,0.3309464707,0.1032269987,0.4341734694,0.1032269987,"n#V","Loc",2,0,0,"act",2,38099,2,"unstressed","primary","transparent","word",2,652.99,504.12,19,"Female","British English","No","Czech Republic (ages 4-7). mostly Cheltenham. England","Proficient - French. Spanish. very basic Czech and German","Yes. studied for 7 years - A* GCSE","MML. 1st Year","Cambridge","No","A couple of lectures","A couple of lectures","No","No","unaccented","Experiment_1",0.693147180559945,10.5479433140512,0.693147180559945,0.0000524948161369065,-9.85479613349124,NA,NA,NA,NA,NA,NA,"n",2,"word","Pause","Pause",3.16372774798139,"LowFreq","simply_decomposed"
"16",1199,"inact","Experiment_1_participant_16",1137,"Participant_16_124.TextGrid","N","N","Unaccented","Yannick",29,0.3885314897,2,5,0.0587441794,"I","V",0.0615276067,"{kt","V",0.2682597036,0.0931895786,0,3.0053427063,"NoGlottalStop",0,12.8689697804,0.1202717861,0.2682597036,0.1202717861,0.3885314897,0.1202717861,"n#V","Loc",2,0,0,"act",2,38099,2,"unstressed","primary","transparent","word",2,1587.84,1397.33,23,"Male","English (British)","No","Canada","None","No","Zoology. 3rd year","Anglia Ruskin University","No","No","No","No","No","unaccented","Experiment_1",0.693147180559945,10.5479433140512,0.693147180559945,0.0000524948161369065,-9.85479613349124,NA,NA,NA,NA,NA,NA,"n",2,"word","Pause","No Pause",2.994666791622,"LowFreq","simply_decomposed"
"17",1200,"inact","Experiment_1_participant_11",211,"Participant_11_135.TextGrid","N","N","Accented","Lara",41,0.605430731,2,5,0.0785506359,"I","V",0.0572253828,"{","V",0.1555230641,0,0,5.98,"NoGlottalStop",0,8.2585830943,0.1357760187,0.4696547123,0.1357760187,0.605430731,0.1357760187,"n#V","Loc",2,0,0,"act",2,38099,2,"unstressed","primary","transparent","word",1,1004.83,804.63,19,"female","British English","I only know British English","Cuckfield. West Sussex. UK","I know a little weeny bit of spanish (did it for GCSE)","No knowledge of latin- always something I wish I was taught","I am currently studying English Language and English Language Teaching","Anglia Ruskin University","Not really. but did occur slightly in my English Language A-Level","As I have just started the course. I've had 2 lectures on it!","Just had 2 lectures on it!","Not as of yet.","Slightly. 2 lectures into it.","accented","Experiment_1",0.693147180559945,10.5479433140512,0.693147180559945,0.0000524948161369065,-9.85479613349124,NA,NA,NA,NA,NA,NA,"n",2,"word","No Pause","No Pause",0.668896321070234,"LowFreq","simply_decomposed"
"18",1201,"inact","Experiment_1_participant_5",4764,"Participant_5_235.TextGrid","N","N","Unaccented","Simon",152,0.313157543,2,5,0.0504807658,"I","V",0.0244575798,"{","V",0.0776828982,0,0,2.3781179138,"NoGlottalStop",0,15.9664044884,0.0749383456,0.2382191974,0.0749383456,0.313157543,0.0749383456,"n#V","Loc",2,0,0,"act",2,38099,2,"unstressed","primary","transparent","word",4,679.63,564.35,20,"Male","British English","No","Nantwich","None","A couple of phrases","Computer Gaming Technology Extended course. First Year","Anglia Ruskin","No","No","No","No","No","unaccented","Experiment_1",0.693147180559945,10.5479433140512,0.693147180559945,0.0000524948161369065,-9.85479613349124,NA,NA,NA,NA,NA,NA,"n",2,"word","No Pause","No Pause",3.78450536357925,"LowFreq","difficultly_decomposed"
"19",1202,"inact","Experiment_1_participant_12",440,"Participant_12_200.TextGrid","N","N","Accented","Mandy",114,0.5211888244,2,5,0.0583983156,"I","V",0.0913035911,"{","V",0.1450111052,0.1283829925,0,1.7611947088,"NoGlottalStop",0,9.5934520579,0.1497019067,0.3714869177,0.1497019067,0.5211888244,0.1497019067,"n#V","Loc",2,0,0,"act",2,38099,2,"unstressed","primary","transparent","word",2,968.23,763.05,19,"female","British ","no","Kettering. Northamptonshire. England","Medium French. basic German and currently learning Spanish to a medium level","Slight knowledge- I study linguistics at uni and did English langueg and A-Level and we look at it in the history of language (basic level- studied for around 4 months) ","English Language and Linguistics (BA HONS) 2nd year","Anglia Ruskin University","Currently in my 2nd year of the course at university","Yes","Yes","Yes","Yes","accented","Experiment_1",0.693147180559945,10.5479433140512,0.693147180559945,0.0000524948161369065,-9.85479613349124,NA,NA,NA,NA,NA,NA,"n",2,"word","Pause","No Pause",2.27118556512438,"LowFreq","simply_decomposed"
"20",1203,"inact","Experiment_1_participant_25",2790,"Participant_25_50.TextGrid","N","N","Unaccented","Lara",265,0.4363261107,2,5,0.0523585998,"I","V",0.063872302,"{kt","V",0.3200952088,0.2075661376,0.0976627404,3.378496732,"NoGlottalStop",0,11.4593187927,0.1162309018,0.3200952088,0.1162309018,0.4363261107,0.1162309018,"n#V","Loc",2,0,0,"act",2,38099,2,"unstressed","primary","transparent","word",1,828.11,684.54,39,"Male","British English","No","Bassingbourn. England UK","None","None","Chief Computing Technician","n/a","n/a","n/a","n/a","n/a","n/a","unaccented","Experiment_1",0.693147180559945,10.5479433140512,0.693147180559945,0.0000524948161369065,-9.85479613349124,NA,NA,NA,NA,NA,NA,"n",2,"word","Pause","Pause",2.66390667623117,"LowFreq","simply_decomposed"
"21",1204,"inact","Experiment_1_participant_17",1436,"Participant_17_29.TextGrid","N","N","Accented","Mandy",212,0.710278915,2,5,0.0498045809,"I","V",0.0522048017,"{","V",0.2160198691,0,0.1280633148,1.9898692562,"GlottalStop",0.1060233367,7.0394881427,0.2080327193,0.5022461957,0.2080327193,0.6042555783,0.1020093826,"n#V","Loc",2,0,0,"act",2,38099,2,"unstressed","primary","transparent","word",2,661.54,535.85,20,"Female","British English","No","3 years in Cambridge. 2 in Bristol. 3 in Felixstowe. 8 in Bradford. 2 in Abingdon","Basic French","No","2nd year Natural Sciences (Chemistry and materials)","Cambridge","No","No","No","No","No","accented","Experiment_1",0.693147180559945,10.5479433140512,0.693147180559945,0.0000524948161369065,-9.85479613349124,NA,NA,NA,NA,NA,NA,"n",2,"word","No Pause","Pause",2.01018232104289,"LowFreq","simply_decomposed"
"22",1205,"inact","Experiment_1_participant_30",3823,"Participant_30_204.TextGrid","N","N","Unaccented","Viktoria",118,0.4508087139,2,5,0.0446363047,"I","V",0.1128240543,"{","V",0.1355523162,0,0,3.0810616654,"NoGlottalStop",0,11.0911786874,0.157460359,0.2933483549,0.157460359,0.4508087139,0.157460359,"n#V","Loc",2,0,0,"act",2,38099,2,"unstressed","primary","transparent","word",4,658.03,536.12,18,"Female","British English","N/A","North London","Proficient French and German. Medium proficient Spanish","No","MML- Year 1","Cambridge University","No","No","No","No","No","unaccented","Experiment_1",0.693147180559945,10.5479433140512,0.693147180559945,0.0000524948161369065,-9.85479613349124,NA,NA,NA,NA,NA,NA,"n",2,"word","No Pause","No Pause",2.92107103894383,"LowFreq","difficultly_decomposed"
"23",1206,"inact","Experiment_1_participant_8",5313,"Participant_8_22.TextGrid","N","N","Accented","Mandy",135,0.5991257907,2,5,0.0478678138,"I","V",0.0782647796,"{","V",0.1636464329,0.0609790846,0.1020035633,1.8634856073,"NoGlottalStop",0,8.3454928462,0.1261325934,0.4729931973,0.1261325934,0.5991257907,0.1261325934,"n#V","Loc",2,0,0,"act",2,38099,2,"unstressed","primary","transparent","word",4,825.2,680.24,24,"female","British English","No","Surrey. England","None","No","English Language & Linguistics - First Year","Anglia Ruskin University","currently studying","currently studying","currently studying","currently studying","currently studying","accented","Experiment_1",0.693147180559945,10.5479433140512,0.693147180559945,0.0000524948161369065,-9.85479613349124,NA,NA,NA,NA,NA,NA,"n",2,"word","Pause","Pause",2.14651510284299,"LowFreq","difficultly_decomposed"
"24",1207,"inappeasable","Experiment_1_participant_24",2517,"Participant_24_178.TextGrid","N","N","Accented","Simon",79,0.7884136146,5,10,0.0405090802,"I","V",0.0593949334,"@","V",0.0904808441,0.2681582263,0,4.7957117089,"NoGlottalStop",0,12.6836977632,0.0999040136,0.688509601,0.0999040136,0.7884136146,0.0999040136,"n#V","Neg",1,1,0,"appeasable",1,1,5,"unstressed","unstressed","transparent","word",1,1106.06,951.67,47,"m","English British ","no","United Kingdom","French basic","no","not applicable","not applicable","no","no","no","no","no","unaccented","Experiment_1",0,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","No Pause",1.87667661158563,"LowFreq","simply_decomposed"
"25",1208,"inappeasable","Experiment_1_participant_18",1592,"Participant_18_253.TextGrid","N","N","Accented","Simon",172,0.8998274028,5,10,0.0350262979,"V","V",0.0680731253,"@","V",0.0541412013,0.0653058172,0.153100907,1.9285608466,"NoGlottalStop",0,11.11324235,0.1030994231,0.7967279796,0.1030994231,0.8998274028,0.1030994231,"n#V","Neg",1,1,0,"appeasable",1,1,5,"unstressed","unstressed","transparent","word",2,1053.82,889.01,21,"female","british","no","lincolnshire","german - medium. dutch - basic","yes - 5 years - basic","marine biology - 2","anglia ruskin","no","no","no","no","no","accented","Experiment_1",0,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",2.07408545447342,"LowFreq","simply_decomposed"
"26",1209,"inappeasable","Experiment_1_participant_4",4569,"Participant_4_227.TextGrid","N","N","Accented","Viktoria",143,0.7348356009,5,9,0.0334963558,"I","V",0.0581414176,"@","V",0.0573437081,0.2834050287,0.234547745,2.1864383273,"NoGlottalStop",0,12.2476374156,0.0916377734,0.6431978275,0.0916377734,0.7348356009,0.0916377734,"n#V","Neg",1,1,0,"appeasable",1,1,5,"unstressed","unstressed","transparent","word",1,827.78,687.64,29,"MALE","BRITISH","N/A","SPRATTON. NORTHAMPTONSHIRE","BASIC FRENCH AND GERMAN","KNOWLEDGE FROM BIOMEDICAL TERMS","BIOMEDICAL SCIENCE YEAR 2","ANGLIA RUSKIN","NO","NO","NO","NO","NO","accented","Experiment_1",0,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",1.82945933121267,"LowFreq","simply_decomposed"
"27",1210,"inappeasable","Experiment_1_participant_27",3088,"Participant_27_218.TextGrid","N","N","Accented","Simon",133,0.8068275412,5,11,0.0307732713,"I","V",0.0583134606,"@","V",0.0725647536,0,0.1285277778,2.040021542,"GlottalStop",0.0371437428,13.6336446624,0.1262304746,0.6805970665,0.1262304746,0.7696837984,0.0890867319,"n#V","Neg",1,1,0,"appeasable",1,1,5,"unstressed","unstressed","transparent","word",1,652.99,504.12,19,"Female","British English","No","Czech Republic (ages 4-7). mostly Cheltenham. England","Proficient - French. Spanish. very basic Czech and German","Yes. studied for 7 years - A* GCSE","MML. 1st Year","Cambridge","No","A couple of lectures","A couple of lectures","No","No","accented","Experiment_1",0,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","Pause",1.96076360844625,"LowFreq","simply_decomposed"
"28",1211,"inappeasable","Experiment_1_participant_5",4680,"Participant_5_106.TextGrid","N","N","Accented","Mandy",9,0.8619107566,5,11,0.0492326531,"I","V",0.0359381395,"@","V",0.0678036514,0,0.0918703284,1.7896368611,"GlottalStop",0.0641738265,12.7623421744,0.1493446191,0.7125661376,0.1493446191,0.7977369301,0.0851707926,"n#V","Neg",1,1,0,"appeasable",1,1,5,"unstressed","unstressed","transparent","word",1,679.63,564.35,20,"Male","British English","No","Nantwich","None","A couple of phrases","Computer Gaming Technology Extended course. First Year","Anglia Ruskin","No","No","No","No","No","accented","Experiment_1",0,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","Pause",2.23509030627666,"LowFreq","simply_decomposed"
"29",1212,"inappeasable","Experiment_1_participant_26",2879,"Participant_26_183.TextGrid","N","N","Accented","Viktoria",94,0.852540566,5,9,0.0461155204,"I","V",0.1075001496,"@","V",0.0648271616,0.0651756633,0,1.958484127,"NoGlottalStop",0,10.5566824135,0.15361567,0.698924896,0.15361567,0.852540566,0.15361567,"n#V","Neg",1,1,0,"appeasable",1,1,5,"unstressed","unstressed","transparent","word",2,740.99,621.16,19,"Male","British English","No","Buckingham. England","None","No","Computer Gaming Technology. 2nd Year","Anglia Ruskin University","No","No","no","No","No","accented","Experiment_1",0,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","No Pause",2.04239592491729,"LowFreq","simply_decomposed"
"30",1213,"inappeasable","Experiment_1_participant_6",4947,"Participant_6_221.TextGrid","N","N","Unaccented","Lara",137,0.6865268959,5,9,0.0422760859,"I","V",0.0833863983,"@","V",0.0779384563,0,0,2.9676405896,"NoGlottalStop",0,13.1094645443,0.1256624842,0.5608644116,0.1256624842,0.6865268959,0.1256624842,"n#V","Neg",1,1,0,"appeasable",1,1,5,"unstressed","unstressed","transparent","word",1,691.99,605.49,32,"Male","British English","No","England. Hertfordshire","Very Basic Spanish","No","BA Fine Art","Anglia Ruskin","No","No","No","No","No","unaccented","Experiment_1",0,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","No Pause",3.03271226021783,"LowFreq","simply_decomposed"
"31",1214,"inappeasable","Experiment_1_participant_14",810,"Participant_14_193.TextGrid","N","N","Unaccented","Viktoria",105,1.3253477633,5,10,0.0427562271,"I","V",0.0381600785,"a","V",0.0764954736,0,0.052028006,4.9898111746,"GlottalStop",0.6307213205,7.545189479,0.7116376262,0.6137101372,0.7116376262,0.6946264428,0.0809163056,"n#V","Neg",1,1,0,"appeasable",1,1,5,"unstressed","unstressed","transparent","word",1,1222.05,990.78,19,"Female","English","No","Maidenhead. Berskire. England","None","No","English Language and Linguistics Second Year","Anglia Ruskin University ","Yes for two years while at university ","Yes","Yes","Yes","Yes","unaccented","Experiment_1",0,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","Pause",1.80367546688207,"LowFreq","simply_decomposed"
"32",1215,"inappeasable","Experiment_1_participant_29",3400,"Participant_29_127.TextGrid","N","N","Accented","Viktoria",32,0.9218811413,5,9,0.0493773261,"I","V",0.0683580057,"@","V",0.064292635,0.4985026455,0.2393084559,2.8850878685,"NoGlottalStop",0,9.7626468276,0.1177353318,0.8041458096,0.1177353318,0.9218811413,0.1177353318,"n#V","Neg",1,1,0,"appeasable",1,1,5,"unstressed","unstressed","transparent","word",1,1220.52,1005.9,61,"Female","British","no","UK","French medium","no","not currently","Leicester","yes","yes","yes","yes","yes","accented","Experiment_1",0,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",1.38643957560976,"LowFreq","simply_decomposed"
"33",1216,"inappeasable","Experiment_1_participant_15",985,"Participant_15_175.TextGrid","N","N","Unaccented","Mandy",85,0.7025299524,5,9,0.0523287144,"I","V",0.0679492262,"{","V",0.0515476888,0,0,3.0671748647,"GlottalStop",0.0363151258,12.8108416869,0.1565930664,0.545936886,0.1565930664,0.6662148265,0.1202779405,"n#V","Neg",1,1,0,"appeasable",1,1,5,"unstressed","unstressed","transparent","word",1,905.94,743.31,57,"female","British English","No","South East England","French - proficient. Italian - proficient. German - medium proficient","No","MA in Translation. 3rd year","Bristol","No","No","No","No","No","unaccented","Experiment_1",0,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","No Pause",2.93429634664155,"LowFreq","simply_decomposed"
"34",1217,"inappeasable","Experiment_1_participant_28",3329,"Participant_28_290.TextGrid","N","N","Accented","Viktoria",213,0.9098337113,5,10,0.0539533274,"I","V",0.085385996,"@","V",0.0674641536,0,0,2.0624069035,"GlottalStop",0.0713956916,10.9910194316,0.210735015,0.6990986963,0.210735015,0.8384380197,0.1393393234,"n#V","Neg",1,1,0,"appeasable",1,1,5,"unstressed","unstressed","transparent","word",1,757.61,650.42,19,"Female","British English","No","Kent. England","Brazilian Portuguese. basic","No","Psychological and Behavioural Sciences. First Year","University of Cambridge","No","No","No","No","No","accented","Experiment_1",0,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","No Pause",1.9394814831214,"LowFreq","simply_decomposed"
