"","X","Item","Participant","ID","Filename","DeletionMorph","DeviantPronun","Accentuation","Annotator","Order","WordDur","SyllNum","SegNum","ConsonantDur","PrecSeg","PrecSegVC","PrecSegDur","FollSeg","FollSegVC","FollSegDur","PrePauseDur","PostPauseDur","SentenceDur","GlottalStop","GlottalStopDur","LocSpeech","AffixDur","BaseDuration","FirstSyllDur","WordDurWithoutGlottalStop","AffixDurWithoutGlottalStop","Environment","Affix","WordFormFrequencyBNC","WordFormFrequencyAllCOCA","WordFormFrequencySpokenCOCA","Base","WordLemmaFrequencyBNC","BaseLemmaFrequencyBNC","SyllPhon","AffixStress","BaseInitialStress","SemanticTransparency","TypeOfRoot","Rating","TimeRating","TotalTime","Age","Sex","L1","Bilingual","Grow_Up_Region","Languages","Latin","Profession_Studies","University","Knowledge_English_Ling","Phonetics","Phonology","Morphology","Semantics","AccentuationCondition","Experiment","logWordFormFreq","logBaseLemmaFreq","logWordLemmaFreq","RelFreq","logRelFreq","Root","BaseFinalStress","SuffixAdjSuffix","LastSyllDur","InCorpus","Consonant","Orthography","median","TypeOfBase","PrePause","PostPause","GlobalSpeechRate","WordFreqCategorical","RatingCategorical"
"469",1652,"inexplicit","Experiment_1_participant_5",4736,"Participant_5_191.TextGrid","N","N","Accented","Simon",103,0.6941415614,4,11,0.0353091084,"@","V",0.0292195767,"e","V",0.088087933,0.0210985135,0,1.5048727639,"NoGlottalStop",0,15.8469116559,0.0645286851,0.6296128763,0.0645286851,0.6941415614,0.0645286851,"n#V","Neg",9,10,1,"explicit",9,1872,4,"unstressed","unstressed","transparent","word",1,679.63,564.35,20,"Male","British English","No","Nantwich","None","A couple of phrases","Computer Gaming Technology Extended course. First Year","Anglia Ruskin","No","No","No","No","No","accented","Experiment_1",2.19722457733622,7.53476265703754,2.19722457733622,0.00480769230769231,-5.33753807970132,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","No Pause",2.65803202500235,"LowFreq","simply_decomposed"
"470",1653,"inexplicit","Experiment_1_participant_27",3068,"Participant_27_185.TextGrid","N","N","Accented","Simon",96,0.7484299556,4,11,0.055915499,"I","V",0.0654202063,"I","V",0.05641595,0.0299711774,0.0571297118,3.0620014037,"NoGlottalStop",0,14.6974341649,0.1213357053,0.6270942503,0.1213357053,0.7484299556,0.1213357053,"n#V","Neg",9,10,1,"explicit",9,1872,4,"unstressed","unstressed","transparent","word",1,652.99,504.12,19,"Female","British English","No","Czech Republic (ages 4-7). mostly Cheltenham. England","Proficient - French. Spanish. very basic Czech and German","Yes. studied for 7 years - A* GCSE","MML. 1st Year","Cambridge","No","A couple of lectures","A couple of lectures","No","No","unaccented","Experiment_1",2.19722457733622,7.53476265703754,2.19722457733622,0.00480769230769231,-5.33753807970132,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",2.9392540412048,"LowFreq","simply_decomposed"
"471",1654,"inexplicit","Experiment_1_participant_2",3581,"Participant_2_12.TextGrid","N","N","Accented","Simon",24,1.0932607105,4,11,0.0447440863,"I","V",0.1178626824,"e","V",0.0700851291,0.3058800898,0.1722993588,2.6974950113,"NoGlottalStop",0,10.0616439377,0.1626067687,0.9306539418,0.1626067687,1.0932607105,0.1626067687,"n#V","Neg",9,10,1,"explicit",9,1872,4,"unstressed","unstressed","transparent","word",1,583.45,489.35,28,"Male","English","No","Essex","None","No","PhD Film Studies. 4th Year","Anglia Ruskin","Yes. A-Level","Not formally","No","No","Yes","accented","Experiment_1",2.19722457733622,7.53476265703754,2.19722457733622,0.00480769230769231,-5.33753807970132,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",1.4828572372678,"LowFreq","simply_decomposed"
"472",1655,"inexplicit","Experiment_1_participant_22",2116,"Participant_22_107.TextGrid","N","N","Unaccented","Yannick",10,0.7480164697,1,2,0.0549051706,"I","V",0.0849167984,"I","V",0.0435102436,0,0,2.975882651,"NoGlottalStop",0,2.6737379201,0.139821969,0.6081945008,0.139821969,0.7480164697,0.139821969,"n#V","Neg",9,10,1,"explicit",9,1872,4,"unstressed","unstressed","transparent","word",1,1236.11,1055.97,30,"Female","English","No","Cambridge UK","None","No","English Language teaching. 1st year","Anglia Ruskin Cambridge","No","currently Studying","currently Studying","currently Studying","currently Studying","unaccented","Experiment_1",2.19722457733622,7.53476265703754,2.19722457733622,0.00480769230769231,-5.33753807970132,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","No Pause",3.02431280244726,"LowFreq","simply_decomposed"
"473",1656,"inexplicit","Experiment_1_participant_30",3861,"Participant_30_269.TextGrid","N","N","Unaccented","Viktoria",189,0.7381886124,4,11,0.0578347807,"I","V",0.0592527828,"{","V",0.0683636152,0,0,3.3612610878,"NoGlottalStop",0,14.9013406811,0.1170875635,0.6211010488,0.1170875635,0.7381886124,0.1170875635,"n#V","Neg",9,10,1,"explicit",9,1872,4,"unstressed","unstressed","transparent","word",1,658.03,536.12,18,"Female","British English","N/A","North London","Proficient French and German. Medium proficient Spanish","No","MML- Year 1","Cambridge University","No","No","No","No","No","unaccented","Experiment_1",2.19722457733622,7.53476265703754,2.19722457733622,0.00480769230769231,-5.33753807970132,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","No Pause",2.67756647428143,"LowFreq","simply_decomposed"
"474",1657,"inexplicit","Experiment_1_participant_12",435,"Participant_12_195.TextGrid","N","N","Accented","Mandy",107,0.7645894192,4,10,0.0392355947,"I","V",0.0767447651,"I","V",0.0540774213,0.1377101529,0,2.0083488879,"NoGlottalStop",0,13.0789149693,0.1159803598,0.6486090594,0.1159803598,0.7645894192,0.1159803598,"n#V","Neg",9,10,1,"explicit",9,1872,4,"unstressed","unstressed","transparent","word",1,968.23,763.05,19,"female","British ","no","Kettering. Northamptonshire. England","Medium French. basic German and currently learning Spanish to a medium level","Slight knowledge- I study linguistics at uni and did English langueg and A-Level and we look at it in the history of language (basic level- studied for around 4 months) ","English Language and Linguistics (BA HONS) 2nd year","Anglia Ruskin University","Currently in my 2nd year of the course at university","Yes","Yes","Yes","Yes","accented","Experiment_1",2.19722457733622,7.53476265703754,2.19722457733622,0.00480769230769231,-5.33753807970132,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","No Pause",1.99168581918182,"LowFreq","simply_decomposed"
"475",1658,"inexplicit","Experiment_1_participant_28",3211,"Participant_28_12.TextGrid","N","N","Unaccented","Lara",24,0.7960290879,4,11,0.0583425657,"I","V",0.0696581847,"I","V",0.0604128703,0.0566488868,0.0465194662,3.483332835,"NoGlottalStop",0,13.8185905108,0.1280007504,0.6680283375,0.1280007504,0.7960290879,0.1280007504,"n#V","Neg",9,10,1,"explicit",9,1872,4,"unstressed","unstressed","transparent","word",2,757.61,650.42,19,"Female","British English","No","Kent. England","Brazilian Portuguese. basic","No","Psychological and Behavioural Sciences. First Year","University of Cambridge","No","No","No","No","No","unaccented","Experiment_1",2.19722457733622,7.53476265703754,2.19722457733622,0.00480769230769231,-5.33753807970132,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",2.58373242705072,"LowFreq","simply_decomposed"
"476",1659,"inexplicit","Experiment_1_participant_16",1234,"Participant_16_274.TextGrid","N","N","Unaccented","Lara",195,0.7270081943,3,7,0.0461018321,"I","V",0.0489362549,"I","V",0.0690410159,0,0,3.4268669455,"NoGlottalStop",0,9.6285022026,0.095038087,0.6319701073,0.095038087,0.7270081943,0.095038087,"n#V","Neg",9,10,1,"explicit",9,1872,4,"unstressed","unstressed","transparent","word",1,1587.84,1397.33,23,"Male","English (British)","No","Canada","None","No","Zoology. 3rd year","Anglia Ruskin University","No","No","No","No","No","unaccented","Experiment_1",2.19722457733622,7.53476265703754,2.19722457733622,0.00480769230769231,-5.33753807970132,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","No Pause",2.62630564394056,"LowFreq","simply_decomposed"
"477",1660,"inexplicit","Experiment_1_participant_14",868,"Participant_14_279.TextGrid","N","N","Unaccented","Viktoria",200,0.7105813712,4,11,0.0291469868,"I","V",0.0593013836,"e","V",0.0480750528,0.5424283315,0.0705825505,5.2158182162,"NoGlottalStop",0,15.4802819851,0.0884483704,0.6221330009,0.0884483704,0.7105813712,0.0884483704,"n#V","Neg",9,10,1,"explicit",9,1872,4,"unstressed","unstressed","transparent","word",1,1222.05,990.78,19,"Female","English","No","Maidenhead. Berskire. England","None","No","English Language and Linguistics Second Year","Anglia Ruskin University ","Yes for two years while at university ","Yes","Yes","Yes","Yes","unaccented","Experiment_1",2.19722457733622,7.53476265703754,2.19722457733622,0.00480769230769231,-5.33753807970132,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",1.72552025913146,"LowFreq","simply_decomposed"
"478",1661,"inexplicit","Experiment_1_participant_29",3543,"Participant_29_65.TextGrid","N","N","Accented","Simon",281,0.895427831,3,11,0.0482524015,"I","V",0.0575684035,"e","V",0.0770088678,0,0,3.2996247166,"GlottalStop",0.13901678,12.2846304517,0.244837585,0.650590246,0.244837585,0.756411051,0.105820805,"n#V","Neg",9,10,1,"explicit",9,1872,4,"unstressed","unstressed","transparent","word",1,1220.52,1005.9,61,"Female","British","no","UK","French medium","no","not currently","Leicester","yes","yes","yes","yes","yes","unaccented","Experiment_1",2.19722457733622,7.53476265703754,2.19722457733622,0.00480769230769231,-5.33753807970132,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","No Pause",2.72758291411812,"LowFreq","simply_decomposed"
"479",1662,"inexplicit","Experiment_1_participant_15",1000,"Participant_15_198.TextGrid","N","N","Accented","Mandy",110,0.8203284164,4,10,0.0399968922,"I","V",0.0690142454,"I","V",0.0501921784,0.051534715,0.1107424268,1.8974021813,"NoGlottalStop",0,12.1902396655,0.1090111375,0.7113172788,0.1090111375,0.8203284164,0.1090111375,"n#V","Neg",9,10,1,"explicit",9,1872,4,"unstressed","unstressed","transparent","word",1,905.94,743.31,57,"female","British English","No","South East England","French - proficient. Italian - proficient. German - medium proficient","No","MA in Translation. 3rd year","Bristol","No","No","No","No","No","accented","Experiment_1",2.19722457733622,7.53476265703754,2.19722457733622,0.00480769230769231,-5.33753807970132,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",2.10814556841049,"LowFreq","simply_decomposed"
"480",1663,"inexplicit","Experiment_1_participant_10",2,"Participant_10_10.TextGrid","N","N","Accented","Simon",2,0.7715845005,4,11,0.0354055619,"I","V",0.0495978998,"e","V",0.0618490939,0.0596161798,0.1722006803,2.0222205215,"NoGlottalStop",0,14.2563776143,0.0850034617,0.6865810388,0.0850034617,0.7715845005,0.0850034617,"n#V","Neg",9,10,1,"explicit",9,1872,4,"unstressed","unstressed","transparent","word",1,1125.85,875.1,19,"Male","British English","No","England","Basic French","Yes. self study. minute proficiency","English Language and English Language Teaching. 1 ","Anglia Ruskin University","Studying now. 2 weeks","Studying now","Studying now","Studying now","Studying now","accented","Experiment_1",2.19722457733622,7.53476265703754,2.19722457733622,0.00480769230769231,-5.33753807970132,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",1.97802364157247,"LowFreq","simply_decomposed"
"481",1664,"inexplicit","Experiment_1_participant_6",5038,"Participant_6_86.TextGrid","N","N","Accented","Viktoria",304,0.878856838,4,11,0.0496485286,"I","V",0.0870902779,"{","V",0.0804383293,0.0838762553,0.1905305932,2.039047619,"NoGlottalStop",0,12.5162592185,0.1367388065,0.7421180315,0.1367388065,0.878856838,0.1367388065,"n#V","Neg",9,10,1,"explicit",9,1872,4,"unstressed","unstressed","transparent","word",1,691.99,605.49,32,"Male","British English","No","England. Hertfordshire","Very Basic Spanish","No","BA Fine Art","Anglia Ruskin","No","No","No","No","No","accented","Experiment_1",2.19722457733622,7.53476265703754,2.19722457733622,0.00480769230769231,-5.33753807970132,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",1.96170014016725,"LowFreq","simply_decomposed"
"482",1665,"inexplicit","Experiment_1_participant_25",2728,"Participant_25_223.TextGrid","N","N","Accented","Lara",139,0.6877701627,4,11,0.0471741975,"I","V",0.0593229182,"I","V",0.0589256838,0.0873058476,0,2.6608495843,"NoGlottalStop",0,15.9937150464,0.1064971157,0.5812730471,0.1064971157,0.6877701627,0.1064971157,"n#V","Neg",9,10,1,"explicit",9,1872,4,"unstressed","unstressed","transparent","word",1,828.11,684.54,39,"Male","British English","No","Bassingbourn. England UK","None","None","Chief Computing Technician","n/a","n/a","n/a","n/a","n/a","n/a","unaccented","Experiment_1",2.19722457733622,7.53476265703754,2.19722457733622,0.00480769230769231,-5.33753807970132,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","No Pause",3.38237834002468,"LowFreq","simply_decomposed"
"483",1666,"inexplicit","Experiment_1_participant_18",1611,"Participant_18_281.TextGrid","N","N","Accented","Yannick",203,0.96628397,4,11,0.0389714195,"I","V",0.0927353665,"I","V",0.0607971124,0,0.0904836595,2.0200531593,"NoGlottalStop",0,11.3838171195,0.131706786,0.834577184,0.131706786,0.96628397,0.131706786,"n#V","Neg",9,10,1,"explicit",9,1872,4,"unstressed","unstressed","transparent","word",1,1053.82,889.01,21,"female","british","no","lincolnshire","german - medium. dutch - basic","yes - 5 years - basic","marine biology - 2","anglia ruskin","no","no","no","no","no","accented","Experiment_1",2.19722457733622,7.53476265703754,2.19722457733622,0.00480769230769231,-5.33753807970132,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","Pause",1.98014590932157,"LowFreq","simply_decomposed"
"484",1667,"inexplicit","Experiment_1_participant_4",4629,"Participant_4_38.TextGrid","N","N","Unaccented","Mandy",251,0.761103351,4,9,0.0425539162,"I","V",0.0832920022,"I","V",0.1119386621,0,0.0829982363,3.1345955642,"NoGlottalStop",0,11.824938083,0.1258459184,0.6352574326,0.1258459184,0.761103351,0.1258459184,"n#V","Neg",9,10,1,"explicit",9,1872,4,"unstressed","unstressed","transparent","word",1,827.78,687.64,29,"MALE","BRITISH","N/A","SPRATTON. NORTHAMPTONSHIRE","BASIC FRENCH AND GERMAN","KNOWLEDGE FROM BIOMEDICAL TERMS","BIOMEDICAL SCIENCE YEAR 2","ANGLIA RUSKIN","NO","NO","NO","NO","NO","unaccented","Experiment_1",2.19722457733622,7.53476265703754,2.19722457733622,0.00480769230769231,-5.33753807970132,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","Pause",2.87118379888888,"LowFreq","simply_decomposed"
"485",1668,"inexplicit","Experiment_1_participant_11",355,"Participant_11_74.TextGrid","N","N","Accented","Viktoria",291,1.4704924805,4,12,0.0518918184,"I","V",0.1141122884,"e","V",0.0732330202,0,0.3102910053,5.98,"GlottalStop",0.2746577938,8.1605313587,0.4406619007,1.0298305799,0.4406619007,1.1958346867,0.1660041068,"n#V","Neg",9,10,1,"explicit",9,1872,4,"unstressed","unstressed","transparent","word",1,1004.83,804.63,19,"female","British English","I only know British English","Cuckfield. West Sussex. UK","I know a little weeny bit of spanish (did it for GCSE)","No knowledge of latin- always something I wish I was taught","I am currently studying English Language and English Language Teaching","Anglia Ruskin University","Not really. but did occur slightly in my English Language A-Level","As I have just started the course. I've had 2 lectures on it!","Just had 2 lectures on it!","Not as of yet.","Slightly. 2 lectures into it.","accented","Experiment_1",2.19722457733622,7.53476265703754,2.19722457733622,0.00480769230769231,-5.33753807970132,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","Pause",0.668896321070234,"LowFreq","simply_decomposed"
"486",1669,"inexplicit","Experiment_1_participant_3",4433,"Participant_3_290.TextGrid","N","N","Accented","Lara",213,0.6962410871,4,11,0.0636098202,"I","V",0.0448442368,"I","V",0.0315369754,0,0,1.4518271411,"NoGlottalStop",0,15.7991250505,0.1084540569,0.5877870301,0.1084540569,0.6962410871,0.1084540569,"n#V","Neg",9,10,1,"explicit",9,1872,4,"unstressed","unstressed","transparent","word",1,1315.26,1129.05,19,"male","British English","no","Norfolk","Japanese - basic","no","English Language and English Language Teaching (Year 2)","Anglia Ruskin University","yes. for 1 year (with university)","yes","yes","yes","yes","accented","Experiment_1",2.19722457733622,7.53476265703754,2.19722457733622,0.00480769230769231,-5.33753807970132,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","No Pause",2.75514893389397,"LowFreq","simply_decomposed"
"487",1670,"inexplicit","Experiment_1_participant_17",1426,"Participant_17_271.TextGrid","N","N","Unaccented","Mandy",192,0.8176148499,4,10,0.059697265,"I","V",0.0291024167,"e","V",0.0671594231,0,0.0445447402,3.5210334405,"GlottalStop",0.0728914692,12.2306976216,0.1616911508,0.6559236991,0.1616911508,0.7447233807,0.0887996817,"n#V","Neg",9,10,1,"explicit",9,1872,4,"unstressed","unstressed","transparent","word",1,661.54,535.85,20,"Female","British English","No","3 years in Cambridge. 2 in Bristol. 3 in Felixstowe. 8 in Bradford. 2 in Abingdon","Basic French","No","2nd year Natural Sciences (Chemistry and materials)","Cambridge","No","No","No","No","No","unaccented","Experiment_1",2.19722457733622,7.53476265703754,2.19722457733622,0.00480769230769231,-5.33753807970132,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","Pause",2.55606774320268,"LowFreq","simply_decomposed"
"488",1671,"inexplicit","Experiment_1_participant_19",1696,"Participant_19_125.TextGrid","N","N","Accented","Yannick",30,0.8077088848,4,10,0.0346390768,"I","V",0.093979396,"Ik","V",0.1303253482,0.3806289246,0.0654530724,2.357711908,"NoGlottalStop",0,12.3806982785,0.1286184728,0.679090412,0.1286184728,0.8077088848,0.1286184728,"n#V","Neg",9,10,1,"explicit",9,1872,4,"unstressed","unstressed","transparent","word",1,1680.43,1512.78,19,"male","British","Not bilingual","Brentwood. Essex","Can speak no other language","I know of latin but have never learnt or attempted to speak it","Film Year 1","Anglia Ruskin","NO","No","No","No","No","accented","Experiment_1",2.19722457733622,7.53476265703754,2.19722457733622,0.00480769230769231,-5.33753807970132,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",1.69656012103409,"LowFreq","simply_decomposed"
"489",1672,"inexplicit","Experiment_1_participant_13",578,"Participant_13_129.TextGrid","N","N","Accented","Simon",34,0.6350353608,4,11,0.0491636596,"I","V",0.0448350298,"I","V",0.0411264673,0.1292239488,0.1583689079,1.70233458,"NoGlottalStop",0,17.3218700545,0.0939986894,0.5410366714,0.0939986894,0.6350353608,0.0939986894,"n#V","Neg",9,10,1,"explicit",9,1872,4,"unstressed","unstressed","transparent","word",1,1011.46,825.5,35,"male","British","no","UK","none","yes. 2 years","law phd 5 year","ARU","no","No","No","No","No","accented","Experiment_1",2.19722457733622,7.53476265703754,2.19722457733622,0.00480769230769231,-5.33753807970132,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",2.34971435521212,"LowFreq","simply_decomposed"
"490",1673,"inexplicit","Experiment_1_participant_32",4162,"Participant_32_167.TextGrid","N","N","Accented","Mandy",76,0.7430964681,4,10,0.060631095,"I","V",0.0201075751,"@","V",0.0727090143,0.0984724094,0.3491141705,2.2225076626,"NoGlottalStop",0,13.4572029725,0.08073867,0.6623577981,0.08073867,0.7430964681,0.08073867,"n#V","Neg",9,10,1,"explicit",9,1872,4,"unstressed","unstressed","transparent","word",1,609.81,528.25,18,"Female","British English","No","North London","Basic French","Yes I did Latin GCSE","Natural Sciences (Biological). 1st year","Cambridge","No","No","No","No","No","accented","Experiment_1",2.19722457733622,7.53476265703754,2.19722457733622,0.00480769230769231,-5.33753807970132,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",1.79976882298826,"LowFreq","simply_decomposed"
"491",1674,"inexplicit","Experiment_1_participant_26",3009,"Participant_26_98.TextGrid","N","N","Accented","Simon",317,0.7545180463,4,10,0.0547224118,"I","V",0.0945791046,"e","V",0.0695199368,0,0,3.389186103,"NoGlottalStop",0,13.2534934712,0.1493015164,0.6052165299,0.1493015164,0.7545180463,0.1493015164,"n#V","Neg",9,10,1,"explicit",9,1872,4,"unstressed","unstressed","transparent","word",1,740.99,621.16,19,"Male","British English","No","Buckingham. England","None","No","Computer Gaming Technology. 2nd Year","Anglia Ruskin University","No","No","no","No","No","unaccented","Experiment_1",2.19722457733622,7.53476265703754,2.19722457733622,0.00480769230769231,-5.33753807970132,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","No Pause",2.6555048104421,"LowFreq","simply_decomposed"
"492",1675,"inexpressive","Experiment_1_participant_28",3333,"Participant_28_30.TextGrid","N","N","Accented","Viktoria",224,0.9525576628,4,11,0.0355120196,"I","V",0.0796293834,"{","V",0.0963732728,0.0579144009,0.0487432288,2.1308177438,"NoGlottalStop",0,11.547857342,0.115141403,0.8374162598,0.115141403,0.9525576628,0.115141403,"n#V","Neg",7,43,1,"expressive",7,521,4,"unstressed","unstressed","transparent","word",1,757.61,650.42,19,"Female","British English","No","Kent. England","Brazilian Portuguese. basic","No","Psychological and Behavioural Sciences. First Year","University of Cambridge","No","No","No","No","No","accented","Experiment_1",1.94591014905531,6.25575004175337,1.94591014905531,0.0134357005758157,-4.30983989269805,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",1.87721357757543,"LowFreq","simply_decomposed"
"493",1676,"inexpressive","Experiment_1_participant_14",816,"Participant_14_202.TextGrid","N","N","Accented","Viktoria",116,0.9130181245,4,11,0.0426932691,"I","V",0.0703626483,"e","V",0.0531347488,0.1120007719,0.1634197657,2.2472421991,"NoGlottalStop",0,12.0479536,0.1130559174,0.7999622071,0.1130559174,0.9130181245,0.1130559174,"n#V","Neg",7,43,1,"expressive",7,521,4,"unstressed","unstressed","transparent","word",1,1222.05,990.78,19,"Female","English","No","Maidenhead. Berskire. England","None","No","English Language and Linguistics Second Year","Anglia Ruskin University ","Yes for two years while at university ","Yes","Yes","Yes","Yes","accented","Experiment_1",1.94591014905531,6.25575004175337,1.94591014905531,0.0134357005758157,-4.30983989269805,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",1.77995945501645,"LowFreq","simply_decomposed"
"494",1677,"inexpressive","Experiment_1_participant_15",1036,"Participant_15_257.TextGrid","N","N","Unaccented","Simon",176,0.6257751221,4,12,0.0335896379,"I","V",0.0913226826,"d","C",0.0131529388,0,0,2.98,"NoGlottalStop",0,19.1762177449,0.1249123205,0.5008628016,0.1249123205,0.6257751221,0.1249123205,"n#V","Neg",7,43,1,"expressive",7,521,4,"unstressed","unstressed","transparent","word",1,905.94,743.31,57,"female","British English","No","South East England","French - proficient. Italian - proficient. German - medium proficient","No","MA in Translation. 3rd year","Bristol","No","No","No","No","No","unaccented","Experiment_1",1.94591014905531,6.25575004175337,1.94591014905531,0.0134357005758157,-4.30983989269805,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","No Pause",3.02013422818792,"LowFreq","simply_decomposed"
"495",1678,"inexpressive","Experiment_1_participant_16",1259,"Participant_16_35.TextGrid","N","N","Unaccented","Lara",248,0.6748252056,4,11,0.0452663893,"I","V",0.0417406576,"I","V",0.0715243444,0.1865895963,0,3.8771699957,"NoGlottalStop",0,16.3005173918,0.0870070469,0.5878181587,0.0870070469,0.6748252056,0.0870070469,"n#V","Neg",7,43,1,"expressive",7,521,4,"unstressed","unstressed","transparent","word",1,1587.84,1397.33,23,"Male","English (British)","No","Canada","None","No","Zoology. 3rd year","Anglia Ruskin University","No","No","No","No","No","unaccented","Experiment_1",1.94591014905531,6.25575004175337,1.94591014905531,0.0134357005758157,-4.30983989269805,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","No Pause",2.32128073052807,"LowFreq","simply_decomposed"
"496",1679,"inexpressive","Experiment_1_participant_30",3794,"Participant_30_161.TextGrid","N","N","Unaccented","Lara",70,0.5993297604,4,11,0.0451496154,"I","V",0.0453977848,"I","V",0.0497972216,0,0,3.2886709499,"NoGlottalStop",0,18.3538357789,0.0905474002,0.5087823602,0.0905474002,0.5993297604,0.0905474002,"n#V","Neg",7,43,1,"expressive",7,521,4,"unstressed","unstressed","transparent","word",1,658.03,536.12,18,"Female","British English","N/A","North London","Proficient French and German. Medium proficient Spanish","No","MML- Year 1","Cambridge University","No","No","No","No","No","unaccented","Experiment_1",1.94591014905531,6.25575004175337,1.94591014905531,0.0134357005758157,-4.30983989269805,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","No Pause",2.73666783241834,"LowFreq","simply_decomposed"
"497",1680,"inexpressive","Experiment_1_participant_12",526,"Participant_12_45.TextGrid","N","N","Accented","Simon",259,0.9173537867,4,11,0.0303608578,"I","V",0.0851395538,"I","V",0.0959786492,0.0818866251,0.0819693005,2.2567836087,"NoGlottalStop",0,11.9910117114,0.1155004115,0.8018533752,0.1155004115,0.9173537867,0.1155004115,"n#V","Neg",7,43,1,"expressive",7,521,4,"unstressed","unstressed","transparent","word",1,968.23,763.05,19,"female","British ","no","Kettering. Northamptonshire. England","Medium French. basic German and currently learning Spanish to a medium level","Slight knowledge- I study linguistics at uni and did English langueg and A-Level and we look at it in the history of language (basic level- studied for around 4 months) ","English Language and Linguistics (BA HONS) 2nd year","Anglia Ruskin University","Currently in my 2nd year of the course at university","Yes","Yes","Yes","Yes","accented","Experiment_1",1.94591014905531,6.25575004175337,1.94591014905531,0.0134357005758157,-4.30983989269805,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",1.7724340005749,"LowFreq","simply_decomposed"
"498",1681,"inexpressive","Experiment_1_participant_13",579,"Participant_13_13.TextGrid","N","N","Accented","Simon",35,0.8700375323,4,11,0.0273392734,"I","V",0.0283810505,"I","V",0.058392736,0.339386504,0.1558293441,2.368920642,"NoGlottalStop",0,12.6431327296,0.0557203239,0.8143172084,0.0557203239,0.8700375323,0.0557203239,"n#V","Neg",7,43,1,"expressive",7,521,4,"unstressed","unstressed","transparent","word",1,1011.46,825.5,35,"male","British","no","UK","none","yes. 2 years","law phd 5 year","ARU","no","No","No","No","No","accented","Experiment_1",1.94591014905531,6.25575004175337,1.94591014905531,0.0134357005758157,-4.30983989269805,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",1.68853271362562,"LowFreq","simply_decomposed"
"499",1682,"inexpressive","Experiment_1_participant_29",3469,"Participant_29_239.TextGrid","N","N","Accented","Mandy",156,1.4769357521,4,12,0.0597528859,"I","V",0.0718793448,"I","V",0.0858105265,0,0,2.5547491678,"GlottalStop",0.3038161586,8.1249302707,0.4354483892,1.0414873629,0.4354483892,1.1731195935,0.1316322307,"n#V","Neg",7,43,1,"expressive",7,521,4,"unstressed","unstressed","transparent","word",1,1220.52,1005.9,61,"Female","British","no","UK","French medium","no","not currently","Leicester","yes","yes","yes","yes","yes","accented","Experiment_1",1.94591014905531,6.25575004175337,1.94591014905531,0.0134357005758157,-4.30983989269805,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","No Pause",1.56571144064392,"LowFreq","simply_decomposed"
"500",1683,"inexpressive","Experiment_1_participant_23",2397,"Participant_23_270.TextGrid","N","N","Unaccented","Viktoria",191,0.6977216546,4,11,0.0551611491,"I","V",0.10134632,"{","V",0.0791870606,0,0,2.8803461779,"NoGlottalStop",0,15.7655992587,0.1565074691,0.5412141855,0.1565074691,0.6977216546,0.1565074691,"n#V","Neg",7,43,1,"expressive",7,521,4,"unstressed","unstressed","transparent","word",1,1127.05,942.98,55,"male","British English",NA,"North West England","basic french and german","2 years secondary school",NA,NA,"no","no","no","no","no","unaccented","Experiment_1",1.94591014905531,6.25575004175337,1.94591014905531,0.0134357005758157,-4.30983989269805,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","No Pause",3.12462441808356,"LowFreq","simply_decomposed"
