"","X","Item","Participant","ID","Filename","DeletionMorph","DeviantPronun","Accentuation","Annotator","Order","WordDur","SyllNum","SegNum","ConsonantDur","PrecSeg","PrecSegVC","PrecSegDur","FollSeg","FollSegVC","FollSegDur","PrePauseDur","PostPauseDur","SentenceDur","GlottalStop","GlottalStopDur","LocSpeech","AffixDur","BaseDuration","FirstSyllDur","WordDurWithoutGlottalStop","AffixDurWithoutGlottalStop","Environment","Affix","WordFormFrequencyBNC","WordFormFrequencyAllCOCA","WordFormFrequencySpokenCOCA","Base","WordLemmaFrequencyBNC","BaseLemmaFrequencyBNC","SyllPhon","AffixStress","BaseInitialStress","SemanticTransparency","TypeOfRoot","Rating","TimeRating","TotalTime","Age","Sex","L1","Bilingual","Grow_Up_Region","Languages","Latin","Profession_Studies","University","Knowledge_English_Ling","Phonetics","Phonology","Morphology","Semantics","AccentuationCondition","Experiment","logWordFormFreq","logBaseLemmaFreq","logWordLemmaFreq","RelFreq","logRelFreq","Root","BaseFinalStress","SuffixAdjSuffix","LastSyllDur","InCorpus","Consonant","Orthography","median","TypeOfBase","ConsonantDurMS","PrePause","PostPause","GlobalSpeechRate","WordFreqCategorical","StressPattern"
"1234",2398,"material","Experiment_1_participant_30",3754,"Participant_30_105.TextGrid","N","N","Unaccented","Lara",8,0.6056900066,4,8,0.0776204405,NA,"V",0,"@","V",0.059416253,0,0,3.1670672714,"NoGlottalStop",0,13.2080765941,NA,0.6056900066,0.1370366935,0.6056900066,NA,"#mV",NA,13325,36927,4336,NA,20075,15741,3,NA,"unstressed",NA,NA,NA,NA,NA,18,"Female","British English","N/A","North London","Proficient French and German. Medium proficient Spanish","No","MML- Year 1","Cambridge University","No","No","No","No","No","unaccented","Experiment_1",9.49739724903405,9.66402405235482,9.90723053881496,1.27533193570929,0.243206486460141,NA,NA,NA,NA,NA,NA,"m",NA,NA,77.6204405,"no pause","no pause",2.84174576311464,"HighFreq","NA-unstressed"
"1235",2399,"material","Experiment_1_participant_4",4532,"Participant_4_171.TextGrid","N","N","Accented","Viktoria",81,0.7525052772,4,9,0.076846799,NA,"V",0,"{","V",0.0527530063,0,0.2869379552,2.0527868481,"NoGlottalStop",0,11.9600490152,NA,0.7525052772,0.1295998053,0.7525052772,NA,"#mV",NA,13325,36927,4336,NA,20075,15741,3,NA,"unstressed",NA,NA,NA,NA,NA,29,"MALE","BRITISH","N/A","SPRATTON. NORTHAMPTONSHIRE","BASIC FRENCH AND GERMAN","KNOWLEDGE FROM BIOMEDICAL TERMS","BIOMEDICAL SCIENCE YEAR 2","ANGLIA RUSKIN","NO","NO","NO","NO","NO","accented","Experiment_1",9.49739724903405,9.66402405235482,9.90723053881496,1.27533193570929,0.243206486460141,NA,NA,NA,NA,NA,NA,"m",NA,NA,76.846799,"no pause","pause",1.9485705511521,"HighFreq","NA-unstressed"
"1236",2400,"material","Experiment_1_participant_2",3705,"Participant_2_33.TextGrid","N","N","Accented","Lara",246,0.7122131465,3,7,0.0586445761,NA,"V",0,"@","V",0.0499689516,0.1508868115,0.1834614195,2.2784918115,"NoGlottalStop",0,9.8285183787,NA,0.7122131465,0.1086135277,0.7122131465,NA,"#mV",NA,13325,36927,4336,NA,20075,15741,3,NA,"unstressed",NA,NA,NA,NA,NA,28,"Male","English","No","Essex","None","No","PhD Film Studies. 4th Year","Anglia Ruskin","Yes. A-Level","Not formally","No","No","Yes","accented","Experiment_1",9.49739724903405,9.66402405235482,9.90723053881496,1.27533193570929,0.243206486460141,NA,NA,NA,NA,NA,NA,"m",NA,NA,58.6445761,"pause","pause",1.75554723515406,"HighFreq","NA-unstressed"
"1237",2401,"material","Experiment_1_participant_19",1825,"Participant_19_47.TextGrid","N","N","Accented","Viktoria",261,0.7398412698,4,8,0.0512021427,NA,"V",0,"@","V",0.036787053,0.0764701436,0.2527840766,2.257888322,"NoGlottalStop",0,10.8131302296,NA,0.7398412698,0.0879891957,0.7398412698,NA,"#mV",NA,13325,36927,4336,NA,20075,15741,3,NA,"unstressed",NA,NA,NA,NA,NA,19,"male","British","Not bilingual","Brentwood. Essex","Can speak no other language","I know of latin but have never learnt or attempted to speak it","Film Year 1","Anglia Ruskin","NO","No","No","No","No","accented","Experiment_1",9.49739724903405,9.66402405235482,9.90723053881496,1.27533193570929,0.243206486460141,NA,NA,NA,NA,NA,NA,"m",NA,NA,51.2021427,"pause","pause",1.77156680471108,"HighFreq","NA-unstressed"
"1238",2402,"mature","Experiment_1_participant_25",2803,"Participant_25_69.TextGrid","N","N","Accented","Viktoria",285,0.4949382067,2,5,0.0693263624,NA,"V",0,"@","V",0.0423667701,0,0,1.4919467427,"NoGlottalStop",0,10.1022712179,NA,0.4949382067,0.1116931325,0.4949382067,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,39,"Male","British English","No","Bassingbourn. England UK","None","None","Chief Computing Technician","n/a","n/a","n/a","n/a","n/a","n/a","accented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,69.3263624,"no pause","no pause",2.68106084856698,"HighFreq","NA-unstressed"
"1239",2403,"mature","Experiment_1_participant_23",2446,"Participant_23_64.TextGrid","N","N","Unaccented","Mandy",280,0.5681705054,2,5,0.0899508415,NA,"V",0,"{","V",0.0745794952,0,0,1.7119490536,"NoGlottalStop",0,8.8001752158,NA,0.5681705054,0.1645303367,0.5681705054,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,55,"male","British English",NA,"North West England","basic french and german","2 years secondary school",NA,NA,"no","no","no","no","no","accented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,89.9508415,"no pause","no pause",2.33651812919814,"HighFreq","NA-unstressed"
"1240",2404,"mature","Experiment_1_participant_10",85,"Participant_10_235.TextGrid","N","N","Unaccented","Simon",152,0.3158650319,2,5,0.0595134435,NA,"V",0,"@","V",0.0337968731,0,0,2.2498644495,"NoGlottalStop",0,15.8295458336,NA,0.3158650319,0.0933103166,0.3158650319,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,19,"Male","British English","No","England","Basic French","Yes. self study. minute proficiency","English Language and English Language Teaching. 1 ","Anglia Ruskin University","Studying now. 2 weeks","Studying now","Studying now","Studying now","Studying now","unaccented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,59.5134435,"no pause","no pause",4.00024099318522,"HighFreq","NA-unstressed"
"1241",2405,"mature","Experiment_1_participant_3",4481,"Participant_3_92.TextGrid","N","N","Unaccented","Lara",311,0.3879740876,2,4,0.0676530144,NA,"V",0,"@","V",0.0401793284,0,0,2.6795545163,"NoGlottalStop",0,10.309966897,NA,0.3879740876,0.1078323428,0.3879740876,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,19,"male","British English","no","Norfolk","Japanese - basic","no","English Language and English Language Teaching (Year 2)","Anglia Ruskin University","yes. for 1 year (with university)","yes","yes","yes","yes","unaccented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,67.6530144,"no pause","no pause",3.35876726719016,"HighFreq","NA-unstressed"
"1242",2406,"mature","Experiment_1_participant_17",1438,"Participant_17_291.TextGrid","N","N","Accented","Mandy",214,0.7397951939,2,5,0.072007072,NA,"V",0,"{","V",0.078179109,0,0.1664737265,1.8977394132,"NoGlottalStop",0,6.7586273087,NA,0.7397951939,0.150186181,0.7397951939,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,20,"Female","British English","No","3 years in Cambridge. 2 in Bristol. 3 in Felixstowe. 8 in Bradford. 2 in Abingdon","Basic French","No","2nd year Natural Sciences (Chemistry and materials)","Cambridge","No","No","No","No","No","accented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,72.007072,"no pause","pause",2.10777094693688,"HighFreq","NA-unstressed"
"1243",2407,"mature","Experiment_1_participant_9",5503,"Participant_9_215.TextGrid","N","N","Unaccented","Lara",130,0.4009448799,2,4,0.0711779923,NA,"V",0,"@","V",0.0396436692,0,0,2.8531587466,"NoGlottalStop",0,9.9764336706,NA,0.4009448799,0.1108216615,0.4009448799,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,19,"female","British English","no","England","French. basic","no","BA(Hons) first year","Anglia Ruskin University","Yes. 2 years","Yes","Yes","Yes","Yes","unaccented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,71.1779923,"no pause","no pause",3.1543986154731,"HighFreq","NA-unstressed"
"1244",2408,"mature","Experiment_1_participant_24",2578,"Participant_24_263.TextGrid","N","N","Accented","Simon",183,0.762263213,2,4,0.0666669205,NA,"V",0,"@","V",0.0604671183,0.4236432351,0.2141714053,2.895329554,"NoGlottalStop",0,5.2475312096,NA,0.762263213,0.1271340388,0.762263213,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,47,"m","English British ","no","United Kingdom","French basic","no","not applicable","not applicable","no","no","no","no","no","accented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,66.6669205,"pause","pause",1.38153530553158,"HighFreq","NA-unstressed"
"1245",2409,"mature","Experiment_1_participant_11",290,"Participant_11_26.TextGrid","N","N","Unaccented","Lara",179,0.7298956916,2,4,0.1233708702,NA,"V",0,"@","V",0.0840777315,0.204143424,0.2622619048,6.3470274756,"NoGlottalStop",0,5.4802351158,NA,0.7298956916,0.2074486017,0.7298956916,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,19,"female","British English","I only know British English","Cuckfield. West Sussex. UK","I know a little weeny bit of spanish (did it for GCSE)","No knowledge of latin- always something I wish I was taught","I am currently studying English Language and English Language Teaching","Anglia Ruskin University","Not really. but did occur slightly in my English Language A-Level","As I have just started the course. I've had 2 lectures on it!","Just had 2 lectures on it!","Not as of yet.","Slightly. 2 lectures into it.","unaccented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,123.3708702,"pause","pause",1.41798661414321,"HighFreq","NA-unstressed"
"1246",2410,"mature","Experiment_1_participant_16",1145,"Participant_16_135.TextGrid","N","N","Accented","Yannick",41,0.5843910242,2,6,0.1044078932,NA,"V",0,"@","V",0.0613654439,0,0.5552712018,1.9084754486,"NoGlottalStop",0,10.2670981443,NA,0.5843910242,0.1657733371,0.5843910242,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,23,"Male","English (British)","No","Canada","None","No","Zoology. 3rd year","Anglia Ruskin University","No","No","No","No","No","accented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,104.4078932,"no pause","pause",2.09591378444731,"HighFreq","NA-unstressed"
"1247",2411,"mature","Experiment_1_participant_14",785,"Participant_14_151.TextGrid","N","N","Unaccented","Lara",59,0.5163995337,2,4,0.0728474433,NA,"V",0,"@","V",0.0427251536,0.1090644509,0,4.7672026108,"NoGlottalStop",0,7.7459403796,NA,0.5163995337,0.1155725969,0.5163995337,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,19,"Female","English","No","Maidenhead. Berskire. England","None","No","English Language and Linguistics Second Year","Anglia Ruskin University ","Yes for two years while at university ","Yes","Yes","Yes","Yes","unaccented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,72.8474433,"pause","no pause",1.887899620547,"HighFreq","NA-unstressed"
"1248",2412,"mature","Experiment_1_participant_12",524,"Participant_12_42.TextGrid","N","N","Accented","Simon",256,0.5151018497,2,5,0.0923076136,NA,"V",0,"@","V",0.0667115956,0,0,4.2368575647,"NoGlottalStop",0,9.7068181819,NA,0.5151018497,0.1590192092,0.5151018497,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,19,"female","British ","no","Kettering. Northamptonshire. England","Medium French. basic German and currently learning Spanish to a medium level","Slight knowledge- I study linguistics at uni and did English langueg and A-Level and we look at it in the history of language (basic level- studied for around 4 months) ","English Language and Linguistics (BA HONS) 2nd year","Anglia Ruskin University","Currently in my 2nd year of the course at university","Yes","Yes","Yes","Yes","unaccented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,92.3076136,"no pause","no pause",2.12421585162192,"HighFreq","NA-unstressed"
"1249",2413,"mature","Experiment_1_participant_15",957,"Participant_15_14.TextGrid","N","N","Unaccented","Mandy",46,0.4487103405,2,4,0.0781454683,NA,"V",0,"@","V",0.0406150789,0,0,2.8079550441,"NoGlottalStop",0,8.9144368624,NA,0.4487103405,0.1187605473,0.4487103405,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,57,"female","British English","No","South East England","French - proficient. Italian - proficient. German - medium proficient","No","MA in Translation. 3rd year","Bristol","No","No","No","No","No","unaccented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,78.1454683,"no pause","no pause",3.20517951984686,"HighFreq","NA-unstressed"
"1250",2414,"mature","Experiment_1_participant_21",2088,"Participant_21_incomplete_67.TextGrid","N","N","Unaccented","Simon",319,0.4921744301,2,5,0.0897238572,NA,"V",0,"@","V",0.0584366339,0,0,3.6739592782,"NoGlottalStop",0,10.158999929,NA,0.4921744301,0.1481604911,0.4921744301,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,19,"Female","British. English","No - N/A","Britain. Essex. Southend-on-sea","Basic French","No","Psycghology (First year)","Anglia Ruskin University","No","No","No","No","No","unaccented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,89.7238572,"no pause","no pause",2.44967331385595,"HighFreq","NA-unstressed"
"1251",2415,"mature","Experiment_1_participant_26",2910,"Participant_26_23.TextGrid","N","N","Accented","Mandy",146,0.7387153117,2,5,0.058896775,"?","C",0.1310958749,"I","V",0.0620264013,0,0.2146599122,2.1299924232,"GlottalStop",0.1310958749,6.7685073274,NA,0.7387153117,0.2520190513,0.6076194367,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,19,"Male","British English","No","Buckingham. England","None","No","Computer Gaming Technology. 2nd Year","Anglia Ruskin University","No","No","no","No","No","accented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,58.896775,"no pause","pause",1.87794095248029,"HighFreq","NA-unstressed"
"1252",2416,"mature","Experiment_1_participant_13",650,"Participant_13_238.TextGrid","N","N","Unaccented","Yannick",155,0.3285568099,2,5,0.0191830329,NA,"V",0,"@","V",0.0426066393,0.2875170871,0,2.6799675084,"NoGlottalStop",0,15.2180683824,NA,0.3285568099,0.0617896722,0.3285568099,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,35,"male","British","no","UK","none","yes. 2 years","law phd 5 year","ARU","no","No","No","No","No","unaccented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,19.1830329,"pause","no pause",3.35824966974066,"HighFreq","NA-unstressed"
"1253",2417,"mature","Experiment_1_participant_27",3052,"Participant_27_16.TextGrid","N","N","Accented","Simon",68,0.6613249109,2,4,0.0988965094,NA,"V",0,"@","V",0.0517270733,0.043185941,0.1013876741,2.0589823251,"NoGlottalStop",0,6.048464127,NA,0.6613249109,0.1506235828,0.6613249109,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,19,"Female","British English","No","Czech Republic (ages 4-7). mostly Cheltenham. England","Proficient - French. Spanish. very basic Czech and German","Yes. studied for 7 years - A* GCSE","MML. 1st Year","Cambridge","No","A couple of lectures","A couple of lectures","No","No","accented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,98.8965094,"pause","pause",1.94270730313614,"HighFreq","NA-unstressed"
"1254",2418,"mature","Experiment_1_participant_20",1951,"Participant_20_232.TextGrid","N","N","Unaccented","Mandy",149,0.4316809992,2,5,0.0629170687,NA,"V",0,"I","V",0.0512657597,0,0,3.9620335664,"NoGlottalStop",0,11.5826270088,NA,0.4316809992,0.1141828284,0.4316809992,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,24,"female","British English ","no","West Sussex","Mandarin. Basic ","no","MA Dramatherapy year 1","Anglia Ruskin","No","No","No","No","No","unaccented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,62.9170687,"no pause","no pause",2.27156076524047,"HighFreq","NA-unstressed"
"1255",2419,"mature","Experiment_1_participant_29",3527,"Participant_29_34.TextGrid","N","N","Accented","Simon",247,0.8380749527,2,4,0.0637480275,NA,"V",0,"@","V",0.0603161109,0.1265038665,0.1489723092,2.5368221955,"NoGlottalStop",0,4.7728427955,NA,0.8380749527,0.1240641385,0.8380749527,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,61,"Female","British","no","UK","French medium","no","not currently","Leicester","yes","yes","yes","yes","yes","accented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,63.7480275,"pause","pause",1.57677586040342,"HighFreq","NA-unstressed"
"1256",2420,"mature","Experiment_1_participant_18",1569,"Participant_18_223.TextGrid","N","N","Accented","Simon",139,0.810313681,2,4,0.0972682531,NA,"V",0,"@","V",0.0689599578,0.0416924548,0.2330045351,2.2522495723,"NoGlottalStop",0,4.9363599476,NA,0.810313681,0.1662282109,0.810313681,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,21,"female","british","no","lincolnshire","german - medium. dutch - basic","yes - 5 years - basic","marine biology - 2","anglia ruskin","no","no","no","no","no","accented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,97.2682531,"pause","pause",1.77600211326278,"HighFreq","NA-unstressed"
"1257",2421,"mature","Experiment_1_participant_5",4823,"Participant_5_48.TextGrid","N","N","Unaccented","Yannick",262,0.5054562356,2,4,0.078402081,NA,"V",0,"@","V",0.0488239597,0,0,1.5077472139,"NoGlottalStop",0,7.9136426027,NA,0.5054562356,0.1272260408,0.5054562356,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,20,"Male","British English","No","Nantwich","None","A couple of phrases","Computer Gaming Technology Extended course. First Year","Anglia Ruskin","No","No","No","No","No","accented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,78.402081,"no pause","no pause",2.65296461046241,"HighFreq","NA-unstressed"
"1258",2422,"mature","Experiment_1_participant_32",4285,"Participant_32_67.TextGrid","N","N","Unaccented","Yannick",283,0.5686024109,2,4,0.118133171,NA,"V",0,"@","V",0.0684066472,0,0,3.6302164814,"NoGlottalStop",0,7.0347925431,NA,0.5686024109,0.1865398182,0.5686024109,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,18,"Female","British English","No","North London","Basic French","Yes I did Latin GCSE","Natural Sciences (Biological). 1st year","Cambridge","No","No","No","No","No","unaccented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,118.133171,"no pause","no pause",2.47919099208352,"HighFreq","NA-unstressed"
"1259",2423,"mature","Experiment_1_participant_2",3741,"Participant_2_83.TextGrid","N","N","Unaccented","Lara",301,0.3964439044,2,4,0.0576384877,NA,"V",0,"@","V",0.0647827131,0,0,3.1006361825,"NoGlottalStop",0,10.0896998442,NA,0.3964439044,0.1224212008,0.3964439044,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,28,"Male","English","No","Essex","None","No","PhD Film Studies. 4th Year","Anglia Ruskin","Yes. A-Level","Not formally","No","No","Yes","unaccented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,57.6384877,"no pause","no pause",2.90263012822853,"HighFreq","NA-unstressed"
"1260",2424,"mature","Experiment_1_participant_22",2160,"Participant_22_164.TextGrid","N","N","Accented","Yannick",73,0.4598416033,2,4,0.0774267518,NA,"V",0,"@","V",0.0387150782,0,0,1.5238690123,"NoGlottalStop",0,8.6986474717,NA,0.4598416033,0.1161418301,0.4598416033,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,30,"Female","English","No","Cambridge UK","None","No","English Language teaching. 1st year","Anglia Ruskin Cambridge","No","currently Studying","currently Studying","currently Studying","currently Studying","accented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,77.4267518,"no pause","no pause",2.6248975257806,"HighFreq","NA-unstressed"
"1261",2425,"mature","Experiment_1_participant_28",3374,"Participant_28_93.TextGrid","N","N","Accented","Viktoria",312,0.5279011605,2,5,0.0692159428,NA,"V",0,"a","V",0.0567317867,0,0,1.7491603106,"NoGlottalStop",0,9.4714699919,NA,0.5279011605,0.1259477295,0.5279011605,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,19,"Female","British English","No","Kent. England","Brazilian Portuguese. basic","No","Psychological and Behavioural Sciences. First Year","University of Cambridge","No","No","No","No","No","accented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,69.2159428,"no pause","no pause",2.28681154938161,"HighFreq","NA-unstressed"
"1262",2426,"mature","Experiment_1_participant_6",5024,"Participant_6_66.TextGrid","N","N","Accented","Viktoria",282,0.609608028,2,5,0.086333347,NA,"V",0,"@","V",0.0659725704,0,0.1506553288,1.8003174603,"NoGlottalStop",0,8.201991723,NA,0.609608028,0.1523059174,0.609608028,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,32,"Male","British English","No","England. Hertfordshire","Very Basic Spanish","No","BA Fine Art","Anglia Ruskin","No","No","No","No","No","accented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,86.333347,"no pause","pause",2.22183036503654,"HighFreq","NA-unstressed"
"1263",2427,"mature","Experiment_1_participant_8",5303,"Participant_8_207.TextGrid","N","N","Unaccented","Mandy",121,0.3913511572,2,5,0.0413772924,NA,"V",0,"I","V",0.0483296013,0,0,2.7758637633,"NoGlottalStop",0,12.7762494324,NA,0.3913511572,0.0897068937,0.3913511572,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,24,"female","British English","No","Surrey. England","None","No","English Language & Linguistics - First Year","Anglia Ruskin University","currently studying","currently studying","currently studying","currently studying","currently studying","unaccented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,41.3772924,"no pause","no pause",3.24223404584547,"HighFreq","NA-unstressed"
"1264",2428,"mature","Experiment_1_participant_19",1837,"Participant_19_67.TextGrid","N","N","Unaccented","Viktoria",283,0.5334462509,2,5,0.0563730407,NA,"V",0,"@","V",0.0531996658,0,0,3.6794557823,"NoGlottalStop",0,9.3730155404,NA,0.5334462509,0.1095727065,0.5334462509,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,19,"male","British","Not bilingual","Brentwood. Essex","Can speak no other language","I know of latin but have never learnt or attempted to speak it","Film Year 1","Anglia Ruskin","NO","No","No","No","No","unaccented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,56.3730407,"no pause","no pause",2.44601390327734,"HighFreq","NA-unstressed"
"1265",2429,"mature","Experiment_1_participant_30",3889,"Participant_30_32.TextGrid","N","N","Accented","Viktoria",245,0.5005188684,2,5,0.0692598802,NA,"V",0,"@","V",0.0798989154,0,0,1.5908972033,"NoGlottalStop",0,9.9896333906,NA,0.5005188684,0.1491587956,0.5005188684,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,18,"Female","British English","N/A","North London","Proficient French and German. Medium proficient Spanish","No","MML- Year 1","Cambridge University","No","No","No","No","No","accented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,69.2598802,"no pause","no pause",2.51430450170055,"HighFreq","NA-unstressed"
"1266",2430,"mature","Experiment_1_participant_4",4588,"Participant_4_262.TextGrid","N","N","Unaccented","Mandy",182,0.4759556563,2,5,0.1374874024,NA,"V",0,"@","V",0.0383980785,0,0,2.6121891335,"NoGlottalStop",0,10.5051803323,NA,0.4759556563,0.1758854809,0.4759556563,NA,"#mV",NA,1874,6726,614,NA,2255,15741,2,NA,"unstressed",NA,NA,NA,NA,NA,29,"MALE","BRITISH","N/A","SPRATTON. NORTHAMPTONSHIRE","BASIC FRENCH AND GERMAN","KNOWLEDGE FROM BIOMEDICAL TERMS","BIOMEDICAL SCIENCE YEAR 2","ANGLIA RUSKIN","NO","NO","NO","NO","NO","unaccented","Experiment_1",7.53583046279837,9.66402405235482,7.72090525193678,0.143256464011181,-1.94311880041804,NA,NA,NA,NA,NA,NA,"m",NA,NA,137.4874024,"no pause","no pause",3.44538604979998,"HighFreq","NA-unstressed"
