"","X","Item","Participant","ID","Filename","DeletionMorph","DeviantPronun","Accentuation","Annotator","Order","WordDur","SyllNum","SegNum","ConsonantDur","PrecSeg","PrecSegVC","PrecSegDur","FollSeg","FollSegVC","FollSegDur","PrePauseDur","PostPauseDur","SentenceDur","GlottalStop","GlottalStopDur","LocSpeech","AffixDur","BaseDuration","FirstSyllDur","WordDurWithoutGlottalStop","AffixDurWithoutGlottalStop","Environment","Affix","WordFormFrequencyBNC","WordFormFrequencyAllCOCA","WordFormFrequencySpokenCOCA","Base","WordLemmaFrequencyBNC","BaseLemmaFrequencyBNC","SyllPhon","AffixStress","BaseInitialStress","SemanticTransparency","TypeOfRoot","Rating","TimeRating","TotalTime","Age","Sex","L1","Bilingual","Grow_Up_Region","Languages","Latin","Profession_Studies","University","Knowledge_English_Ling","Phonetics","Phonology","Morphology","Semantics","AccentuationCondition","Experiment","logWordFormFreq","logBaseLemmaFreq","logWordLemmaFreq","RelFreq","logRelFreq","Root","BaseFinalStress","SuffixAdjSuffix","LastSyllDur","InCorpus","Consonant","Orthography","median","TypeOfBase","ConsonantDurMS","PrePause","PostPause","GlobalSpeechRate","WordFreqCategorical","StressPattern"
"116",116,"immediate","Experiment_1_participant_17",1348,"Participant_17_164.TextGrid","N","N","Accented","Viktoria",73,0.835400591,4,8,0.1084915481,"I","V",0.1593747696,"i","V",0.1299162436,0,0.1902589211,2.0254630758,"NoGlottalStop",0,9.5762441235,0.2678663177,0.5675342732,0.2678663177,0.835400591,0.2678663177,"m#mV","Neg",5991,16847,2687,"mediate",5992,813,3,"unstressed","primary","opaque","bound",2,661.54,535.85,20,"Female","British English","No","3 years in Cambridge. 2 in Bristol. 3 in Felixstowe. 8 in Bradford. 2 in Abingdon","Basic French","No","2nd year Natural Sciences (Chemistry and materials)","Cambridge","No","No","No","No","No","accented","Experiment_1",8.69801362208393,6.70073110954781,8.69818052519705,7.37023370233702,1.99744941564924,NA,NA,NA,NA,NA,NA,"mm",3,"word",108.4915481,"no pause","pause",1.97485703283932,"HighFreq","unstressed-primary"
"117",117,"immediate","Experiment_1_participant_9",5430,"Participant_9_104.TextGrid","N","N","Accented","Yannick",7,0.6643769775,4,8,0.1096681797,"I","V",0.0372449815,"i","V",0.1537339142,0.0512004856,0.0405440003,1.6606203475,"NoGlottalStop",0,12.0413564454,0.1469131612,0.5174638163,0.1469131612,0.6643769775,0.1469131612,"m#mV","Neg",5991,16847,2687,"mediate",5992,813,3,"unstressed","primary","opaque","bound",3,1013.95,871.53,19,"female","British English","no","England","French. basic","no","BA(Hons) first year","Anglia Ruskin University","Yes. 2 years","Yes","Yes","Yes","Yes","accented","Experiment_1",8.69801362208393,6.70073110954781,8.69818052519705,7.37023370233702,1.99744941564924,NA,NA,NA,NA,NA,NA,"mm",3,"word",109.6681797,"pause","pause",2.40873840069577,"HighFreq","unstressed-primary"
"118",118,"immediate","Experiment_1_participant_14",753,"Participant_14_104.TextGrid","N","N","Accented","Lara",7,0.8457164771,4,8,0.1240561224,"I","V",0.0459252272,"i","V",0.1699491834,0.1696378152,0.2323913776,2.1580045351,"NoGlottalStop",0,9.4594349489,0.1699813497,0.6757351274,0.1699813497,0.8457164771,0.1699813497,"m#mV","Neg",5991,16847,2687,"mediate",5992,813,3,"unstressed","primary","opaque","bound",2,1222.05,990.78,19,"Female","English","No","Maidenhead. Berskire. England","None","No","English Language and Linguistics Second Year","Anglia Ruskin University ","Yes for two years while at university ","Yes","Yes","Yes","Yes","accented","Experiment_1",8.69801362208393,6.70073110954781,8.69818052519705,7.37023370233702,1.99744941564924,NA,NA,NA,NA,NA,NA,"mm",3,"word",124.0561224,"pause","pause",1.85356422330903,"HighFreq","unstressed-primary"
"119",119,"immediate","Experiment_1_participant_11",281,"Participant_11_249.TextGrid","N","N","Unaccented","Lara",167,0.6156524449,4,7,0.1101496599,"I","V",0.0607059596,"i","V",0.1349333765,0,0,4.3206786219,"NoGlottalStop",0,11.3700514932,0.1708556195,0.4447968254,0.1708556195,0.6156524449,0.1708556195,"m#mV","Neg",5991,16847,2687,"mediate",5992,813,3,"unstressed","primary","opaque","bound",1,1004.83,804.63,19,"female","British English","I only know British English","Cuckfield. West Sussex. UK","I know a little weeny bit of spanish (did it for GCSE)","No knowledge of latin- always something I wish I was taught","I am currently studying English Language and English Language Teaching","Anglia Ruskin University","Not really. but did occur slightly in my English Language A-Level","As I have just started the course. I've had 2 lectures on it!","Just had 2 lectures on it!","Not as of yet.","Slightly. 2 lectures into it.","unaccented","Experiment_1",8.69801362208393,6.70073110954781,8.69818052519705,7.37023370233702,1.99744941564924,NA,NA,NA,NA,NA,NA,"mm",3,"word",110.1496599,"no pause","no pause",2.0830061172294,"HighFreq","unstressed-primary"
"120",120,"immediate","Experiment_1_participant_19",1848,"Participant_19_80.TextGrid","N","N","Unaccented","Viktoria",298,0.4936442059,4,6,0.0855924596,"I","V",0.0393057705,"i","V",0.1622813751,0,0.0243688587,3.2601020408,"NoGlottalStop",0,12.1545030374,0.1248982301,0.3687459758,0.1248982301,0.4936442059,0.1248982301,"m#mV","Neg",5991,16847,2687,"mediate",5992,813,3,"unstressed","primary","opaque","bound",3,1680.43,1512.78,19,"male","British","Not bilingual","Brentwood. Essex","Can speak no other language","I know of latin but have never learnt or attempted to speak it","Film Year 1","Anglia Ruskin","NO","No","No","No","No","unaccented","Experiment_1",8.69801362208393,6.70073110954781,8.69818052519705,7.37023370233702,1.99744941564924,NA,NA,NA,NA,NA,NA,"mm",3,"word",85.5924596,"no pause","pause",2.76064978560962,"HighFreq","unstressed-primary"
"121",121,"immediate","Experiment_1_participant_13",627,"Participant_13_207.TextGrid","N","N","Accented","Yannick",121,0.4976632455,4,7,0.0893424962,"I","V",0.0395590735,"I","V",0.1158250258,0.0881176353,0.0903137094,1.6244864032,"NoGlottalStop",0,14.0657363463,0.1289015697,0.3687616758,0.1289015697,0.4976632455,0.1289015697,"m#mV","Neg",5991,16847,2687,"mediate",5992,813,3,"unstressed","primary","opaque","bound",4,1011.46,825.5,35,"male","British","no","UK","none","yes. 2 years","law phd 5 year","ARU","no","No","No","No","No","accented","Experiment_1",8.69801362208393,6.70073110954781,8.69818052519705,7.37023370233702,1.99744941564924,NA,NA,NA,NA,NA,NA,"mm",3,"word",89.3424962,"pause","pause",2.46231670029407,"HighFreq","unstressed-primary"
"122",122,"immediate","Experiment_1_participant_30",3878,"Participant_30_300.TextGrid","N","N","Accented","Viktoria",225,0.6215541335,4,8,0.0927688212,"I","V",0.0682057602,"i","V",0.1353370371,0.1108538553,0,1.7825516683,"NoGlottalStop",0,12.8709625897,0.1609745813,0.4605795522,0.1609745813,0.6215541335,0.1609745813,"m#mV","Neg",5991,16847,2687,"mediate",5992,813,3,"unstressed","primary","opaque","bound",4,658.03,536.12,18,"Female","British English","N/A","North London","Proficient French and German. Medium proficient Spanish","No","MML- Year 1","Cambridge University","No","No","No","No","No","accented","Experiment_1",8.69801362208393,6.70073110954781,8.69818052519705,7.37023370233702,1.99744941564924,NA,NA,NA,NA,NA,NA,"mm",3,"word",92.7688212,"pause","no pause",2.24397422589986,"HighFreq","unstressed-primary"
"123",123,"immediate","Experiment_1_participant_29",3390,"Participant_29_111.TextGrid","N","N","Accented","Viktoria",15,0.9219191991,4,7,0.1642973695,"I","V",0.0842261407,"i","V",0.1995347971,0.3125311972,0.1080831166,2.4789196631,"NoGlottalStop",0,7.5928563009,0.2485235102,0.6733956889,0.2485235102,0.9219191991,0.2485235102,"m#mV","Neg",5991,16847,2687,"mediate",5992,813,3,"unstressed","primary","opaque","bound",4,1220.52,1005.9,61,"Female","British","no","UK","French medium","no","not currently","Leicester","yes","yes","yes","yes","yes","accented","Experiment_1",8.69801362208393,6.70073110954781,8.69818052519705,7.37023370233702,1.99744941564924,NA,NA,NA,NA,NA,NA,"mm",3,"word",164.2973695,"pause","pause",1.61360614445965,"HighFreq","unstressed-primary"
"124",124,"immediate","Experiment_1_participant_3",4337,"Participant_3_144.TextGrid","N","N","Unaccented","Yannick",51,0.4475674853,4,7,0.0885891843,"I","V",0.0240423017,"i","V",0.0726428967,0,0,2.5607629473,"NoGlottalStop",0,15.6400994922,0.112631486,0.3349359993,0.112631486,0.4475674853,0.112631486,"m#mV","Neg",5991,16847,2687,"mediate",5992,813,3,"unstressed","primary","opaque","bound",4,1315.26,1129.05,19,"male","British English","no","Norfolk","Japanese - basic","no","English Language and English Language Teaching (Year 2)","Anglia Ruskin University","yes. for 1 year (with university)","yes","yes","yes","yes","unaccented","Experiment_1",8.69801362208393,6.70073110954781,8.69818052519705,7.37023370233702,1.99744941564924,NA,NA,NA,NA,NA,NA,"mm",3,"word",88.5891843,"no pause","no pause",3.51457756349113,"HighFreq","unstressed-primary"
"125",125,"immediate","Experiment_1_participant_15",1059,"Participant_15_292.TextGrid","N","N","Accented","Simon",215,0.6787999644,4,8,0.0996905935,"I","V",0.0573518519,"i","V",0.1224824757,0.0707318483,0.081446033,1.7817273653,"NoGlottalStop",0,11.7855044479,0.1570424453,0.5217575191,0.1570424453,0.6787999644,0.1570424453,"m#mV","Neg",5991,16847,2687,"mediate",5992,813,3,"unstressed","primary","opaque","bound",4,905.94,743.31,57,"female","British English","No","South East England","French - proficient. Italian - proficient. German - medium proficient","No","MA in Translation. 3rd year","Bristol","No","No","No","No","No","accented","Experiment_1",8.69801362208393,6.70073110954781,8.69818052519705,7.37023370233702,1.99744941564924,NA,NA,NA,NA,NA,NA,"mm",3,"word",99.6905935,"pause","pause",2.24501238399428,"HighFreq","unstressed-primary"
"126",126,"immediate","Experiment_1_participant_8",5408,"Participant_8_7.TextGrid","N","N","Accented","Simon",286,0.7948425296,4,7,0.1323324124,"I","V",0.041882926,"i","V",0.1712427309,0.1167767042,0.147707231,2.223968254,"NoGlottalStop",0,8.8067758572,0.1742153384,0.6206271912,0.1742153384,0.7948425296,0.1742153384,"m#mV","Neg",5991,16847,2687,"mediate",5992,813,3,"unstressed","primary","opaque","bound",4,825.2,680.24,24,"female","British English","No","Surrey. England","None","No","English Language & Linguistics - First Year","Anglia Ruskin University","currently studying","currently studying","currently studying","currently studying","currently studying","accented","Experiment_1",8.69801362208393,6.70073110954781,8.69818052519705,7.37023370233702,1.99744941564924,NA,NA,NA,NA,NA,NA,"mm",3,"word",132.3324124,"pause","pause",1.79858682461211,"HighFreq","unstressed-primary"
"127",127,"immediate","Experiment_1_participant_2",3689,"Participant_2_287.TextGrid","N","N","Unaccented","Yannick",209,0.5193210483,3,6,0.0876564817,"I","V",0.0388891192,"i","V",0.1095358065,0,0,2.752277171,"NoGlottalStop",0,11.5535467302,0.1265456009,0.3927754475,0.1265456009,0.5193210483,0.1265456009,"m#mV","Neg",5991,16847,2687,"mediate",5992,813,3,"unstressed","primary","opaque","bound",2,583.45,489.35,28,"Male","English","No","Essex","None","No","PhD Film Studies. 4th Year","Anglia Ruskin","Yes. A-Level","Not formally","No","No","Yes","unaccented","Experiment_1",8.69801362208393,6.70073110954781,8.69818052519705,7.37023370233702,1.99744941564924,NA,NA,NA,NA,NA,NA,"mm",3,"word",87.6564817,"no pause","no pause",3.2700194932511,"HighFreq","unstressed-primary"
"128",128,"immediate","Experiment_1_participant_27",3047,"Participant_27_153.TextGrid","N","N","Unaccented","Simon",61,0.5058024526,4,7,0.0861647829,"I","V",0.0526411919,"i","V",0.1104668116,0,0,2.7757587479,"NoGlottalStop",0,13.8393951326,0.1388059748,0.3669964778,0.1388059748,0.5058024526,0.1388059748,"m#mV","Neg",5991,16847,2687,"mediate",5992,813,3,"unstressed","primary","opaque","bound",3,652.99,504.12,19,"Female","British English","No","Czech Republic (ages 4-7). mostly Cheltenham. England","Proficient - French. Spanish. very basic Czech and German","Yes. studied for 7 years - A* GCSE","MML. 1st Year","Cambridge","No","A couple of lectures","A couple of lectures","No","No","unaccented","Experiment_1",8.69801362208393,6.70073110954781,8.69818052519705,7.37023370233702,1.99744941564924,NA,NA,NA,NA,NA,NA,"mm",3,"word",86.1647829,"no pause","no pause",3.24235670942547,"HighFreq","unstressed-primary"
"129",129,"immediate","Experiment_1_participant_24",2472,"Participant_24_10.TextGrid","N","N","Accented","Mandy",2,0.6710785616,3,6,0.1163001407,"I","V",0.0777469136,"i","V",0.1616688347,0.0377702192,0,4.2942162387,"NoGlottalStop",0,8.9408309902,0.1940470543,0.4770315072,0.1940470543,0.6710785616,0.1940470543,"m#mV","Neg",5991,16847,2687,"mediate",5992,813,3,"unstressed","primary","opaque","bound",2,1106.06,951.67,47,"m","English British ","no","United Kingdom","French basic","no","not applicable","not applicable","no","no","no","no","no","unaccented","Experiment_1",8.69801362208393,6.70073110954781,8.69818052519705,7.37023370233702,1.99744941564924,NA,NA,NA,NA,NA,NA,"mm",3,"word",116.3001407,"pause","no pause",2.0958422910544,"HighFreq","unstressed-primary"
"130",130,"immediate","Experiment_1_participant_16",1152,"Participant_16_148.TextGrid","N","N","Accented","Yannick",55,0.6547786108,4,7,0.1154634561,"I","V",0.0647644108,"i","V",0.1319059526,0.0797962143,0.1668815485,1.917561812,"NoGlottalStop",0,10.6906363234,0.1802278669,0.4745507439,0.1802278669,0.6547786108,0.1802278669,"m#mV","Neg",5991,16847,2687,"mediate",5992,813,3,"unstressed","primary","opaque","bound",3,1587.84,1397.33,23,"Male","English (British)","No","Canada","None","No","Zoology. 3rd year","Anglia Ruskin University","No","No","No","No","No","accented","Experiment_1",8.69801362208393,6.70073110954781,8.69818052519705,7.37023370233702,1.99744941564924,NA,NA,NA,NA,NA,NA,"mm",3,"word",115.4634561,"pause","pause",2.08598230052779,"HighFreq","unstressed-primary"
"131",131,"immediate","Experiment_1_participant_4",4530,"Participant_4_168.TextGrid","N","N","Unaccented","Viktoria",77,0.3781849103,3,5,0.0852361342,"I","V",0.0278432448,"i","V",0.1216691787,0,0,2.6991418106,"NoGlottalStop",0,13.2210457463,0.113079379,0.2651055313,0.113079379,0.3781849103,0.113079379,"m#mV","Neg",5991,16847,2687,"mediate",5992,813,3,"unstressed","primary","opaque","bound",2,827.78,687.64,29,"MALE","BRITISH","N/A","SPRATTON. NORTHAMPTONSHIRE","BASIC FRENCH AND GERMAN","KNOWLEDGE FROM BIOMEDICAL TERMS","BIOMEDICAL SCIENCE YEAR 2","ANGLIA RUSKIN","NO","NO","NO","NO","NO","unaccented","Experiment_1",8.69801362208393,6.70073110954781,8.69818052519705,7.37023370233702,1.99744941564924,NA,NA,NA,NA,NA,NA,"mm",3,"word",85.2361342,"no pause","no pause",3.3343931632845,"HighFreq","unstressed-primary"
"132",132,"immediate","Experiment_1_participant_12",403,"Participant_12_145.TextGrid","N","N","Accented","Mandy",52,0.5556791013,4,6,0.1067088136,"e","V",0.0508528771,"i","V",0.1061614385,0.0734647953,0,1.7412999752,"NoGlottalStop",0,10.797598805,0.1575616907,0.3981174106,0.1575616907,0.5556791013,0.1575616907,"m#mV","Neg",5991,16847,2687,"mediate",5992,813,3,"unstressed","primary","opaque","bound",1,968.23,763.05,19,"female","British ","no","Kettering. Northamptonshire. England","Medium French. basic German and currently learning Spanish to a medium level","Slight knowledge- I study linguistics at uni and did English langueg and A-Level and we look at it in the history of language (basic level- studied for around 4 months) ","English Language and Linguistics (BA HONS) 2nd year","Anglia Ruskin University","Currently in my 2nd year of the course at university","Yes","Yes","Yes","Yes","accented","Experiment_1",8.69801362208393,6.70073110954781,8.69818052519705,7.37023370233702,1.99744941564924,NA,NA,NA,NA,NA,NA,"mm",3,"word",106.7088136,"pause","no pause",2.29713435764597,"HighFreq","unstressed-primary"
"133",133,"immediate","Experiment_1_participant_23",2433,"Participant_23_45.TextGrid","N","N","Unaccented","Mandy",259,0.4736773929,3,6,0.0840485151,"I","V",0.0372930497,"i","V",0.1224547902,0,0,2.8434021317,"NoGlottalStop",0,12.6668489781,0.1213415648,0.3523358281,0.1213415648,0.4736773929,0.1213415648,"m#mV","Neg",5991,16847,2687,"mediate",5992,813,3,"unstressed","primary","opaque","bound",3,1127.05,942.98,55,"male","British English",NA,"North West England","basic french and german","2 years secondary school",NA,NA,"no","no","no","no","no","unaccented","Experiment_1",8.69801362208393,6.70073110954781,8.69818052519705,7.37023370233702,1.99744941564924,NA,NA,NA,NA,NA,NA,"mm",3,"word",84.0485151,"no pause","no pause",3.16522235798533,"HighFreq","unstressed-primary"
"134",134,"immediate","Experiment_1_participant_6",4903,"Participant_6_161.TextGrid","N","N","Accented","Lara",70,0.7899398749,4,7,0.1337764806,"I","V",0.076351096,"i","V",0.1657255122,0.0230506425,0.1529994264,1.8584769463,"NoGlottalStop",0,8.8614339168,0.2101275766,0.5798122984,0.2101275766,0.7899398749,0.2101275766,"m#mV","Neg",5991,16847,2687,"mediate",5992,813,3,"unstressed","primary","opaque","bound",4,691.99,605.49,32,"Male","British English","No","England. Hertfordshire","Very Basic Spanish","No","BA Fine Art","Anglia Ruskin","No","No","No","No","No","accented","Experiment_1",8.69801362208393,6.70073110954781,8.69818052519705,7.37023370233702,1.99744941564924,NA,NA,NA,NA,NA,NA,"mm",3,"word",133.7764806,"pause","pause",2.15230003684658,"HighFreq","unstressed-primary"
"135",135,"immediate","Experiment_1_participant_28",3314,"Participant_28_271.TextGrid","N","N","Accented","Viktoria",192,0.7220275674,4,9,0.0704018314,"I","V",0.0915345447,"i","V",0.1342242107,0,0,1.6661246741,"GlottalStop",0.0228335651,12.464898026,0.1847699412,0.5372576262,0.1847699412,0.6991940023,0.1619363761,"m#mV","Neg",5991,16847,2687,"mediate",5992,813,3,"unstressed","primary","opaque","bound",2,757.61,650.42,19,"Female","British English","No","Kent. England","Brazilian Portuguese. basic","No","Psychological and Behavioural Sciences. First Year","University of Cambridge","No","No","No","No","No","accented","Experiment_1",8.69801362208393,6.70073110954781,8.69818052519705,7.37023370233702,1.99744941564924,NA,NA,NA,NA,NA,NA,"mm",3,"word",70.4018314,"no pause","no pause",2.4007807231837,"HighFreq","unstressed-primary"
"136",136,"immediate","Experiment_1_participant_32",4243,"Participant_32_283.TextGrid","N","N","Accented","Simon",205,0.6017748918,4,7,0.0904241697,"I","V",0.0552133581,"i","V",0.1541206959,0.0494578437,0,3.540516188,"NoGlottalStop",0,11.6322566722,0.1456375277,0.456137364,0.1456375277,0.6017748918,0.1456375277,"m#mV","Neg",5991,16847,2687,"mediate",5992,813,3,"unstressed","primary","opaque","bound",3,609.81,528.25,18,"Female","British English","No","North London","Basic French","Yes I did Latin GCSE","Natural Sciences (Biological). 1st year","Cambridge","No","No","No","No","No","unaccented","Experiment_1",8.69801362208393,6.70073110954781,8.69818052519705,7.37023370233702,1.99744941564924,NA,NA,NA,NA,NA,NA,"mm",3,"word",90.4241697,"pause","no pause",2.5420022172202,"HighFreq","unstressed-primary"
"137",137,"immemorial","Experiment_1_participant_24",2617,"Participant_24_45.TextGrid","N","N","Unaccented","Yannick",259,0.7467822925,5,9,0.0850157712,"I","V",0.0653033545,"@","V",0.0542495361,0.350427158,0,4.7610721222,"NoGlottalStop",0,12.0517051495,0.1503191258,0.5964631667,0.1503191258,0.7467822925,0.1503191258,"m#mV","Neg",79,238,15,"memorial",79,1646,4,"unstressed","unstressed","transparent","bound",1,1106.06,951.67,47,"m","English British ","no","United Kingdom","French basic","no","not applicable","not applicable","no","no","no","no","no","unaccented","Experiment_1",4.36944785246702,7.40610338123702,4.36944785246702,0.0479951397326853,-3.03665552876999,NA,NA,NA,NA,NA,NA,"mm",1,"word",85.0157712,"pause","no pause",1.89033053249386,"MidFreq","unstressed-unstressed"
"138",138,"immemorial","Experiment_1_participant_10",116,"Participant_10_284.TextGrid","N","N","Accented","Yannick",206,0.59707695,5,9,0.0181330985,"I","V",0.0358982841,"@","V",0.0621899692,0,0.0765457294,1.5596389328,"NoGlottalStop",0,15.0734340016,0.0540313826,0.5430455674,0.0540313826,0.59707695,0.0540313826,"m#mV","Neg",79,238,15,"memorial",79,1646,4,"unstressed","unstressed","transparent","bound",1,1125.85,875.1,19,"Male","British English","No","England","Basic French","Yes. self study. minute proficiency","English Language and English Language Teaching. 1 ","Anglia Ruskin University","Studying now. 2 weeks","Studying now","Studying now","Studying now","Studying now","accented","Experiment_1",4.36944785246702,7.40610338123702,4.36944785246702,0.0479951397326853,-3.03665552876999,NA,NA,NA,NA,NA,NA,"mm",1,"word",18.1330985,"no pause","pause",2.56469617158046,"MidFreq","unstressed-unstressed"
"139",139,"immemorial","Experiment_1_participant_26",2828,"Participant_26_101.TextGrid","N","N","Unaccented","Viktoria",4,0.6934098132,5,9,0.0750005661,"I","V",0.1072105557,"@","V",0.0549650224,0,0,3.0738748426,"NoGlottalStop",0,12.9793375125,0.1822111218,0.5111986914,0.1822111218,0.6934098132,0.1822111218,"m#mV","Neg",79,238,15,"memorial",79,1646,4,"unstressed","unstressed","transparent","bound",2,740.99,621.16,19,"Male","British English","No","Buckingham. England","None","No","Computer Gaming Technology. 2nd Year","Anglia Ruskin University","No","No","no","No","No","unaccented","Experiment_1",4.36944785246702,7.40610338123702,4.36944785246702,0.0479951397326853,-3.03665552876999,NA,NA,NA,NA,NA,NA,"mm",1,"word",75.0005661,"no pause","no pause",2.92790060130993,"MidFreq","unstressed-unstressed"
"140",140,"immemorial","Experiment_1_participant_22",2244,"Participant_22_298.TextGrid","N","N","Accented","Lara",221,0.7298556235,4,8,0.1078085628,"I","V",0.0515081178,"@","V",0.0549512369,0.041554395,0,1.6815139703,"NoGlottalStop",0,10.9610719468,0.1593166807,0.5705389428,0.1593166807,0.7298556235,0.1593166807,"m#mV","Neg",79,238,15,"memorial",79,1646,4,"unstressed","unstressed","transparent","bound",1,1236.11,1055.97,30,"Female","English","No","Cambridge UK","None","No","English Language teaching. 1st year","Anglia Ruskin Cambridge","No","currently Studying","currently Studying","currently Studying","currently Studying","accented","Experiment_1",4.36944785246702,7.40610338123702,4.36944785246702,0.0479951397326853,-3.03665552876999,NA,NA,NA,NA,NA,NA,"mm",1,"word",107.8085628,"pause","no pause",2.37880866329428,"MidFreq","unstressed-unstressed"
"141",141,"immemorial","Experiment_1_participant_15",1096,"Participant_15_64.TextGrid","N","N","Accented","Simon",280,0.7881674225,5,9,0.0652091162,"I","V",0.059800548,"@","V",0.0486421485,0.1145180326,0.0950642479,1.9933940907,"NoGlottalStop",0,11.4188936802,0.1250096642,0.6631577583,0.1250096642,0.7881674225,0.1250096642,"m#mV","Neg",79,238,15,"memorial",79,1646,4,"unstressed","unstressed","transparent","bound",1,905.94,743.31,57,"female","British English","No","South East England","French - proficient. Italian - proficient. German - medium proficient","No","MA in Translation. 3rd year","Bristol","No","No","No","No","No","accented","Experiment_1",4.36944785246702,7.40610338123702,4.36944785246702,0.0479951397326853,-3.03665552876999,NA,NA,NA,NA,NA,NA,"mm",1,"word",65.2091162,"pause","pause",2.00662780062489,"MidFreq","unstressed-unstressed"
"142",142,"immemorial","Experiment_1_participant_11",255,"Participant_11_211.TextGrid","N","N","Accented","Lara",126,0.9504391534,5,10,0.1030527309,"i","V",0.1067214927,"@","V",0.0607588074,0.5565755858,0.4158707483,3.50356387,"NoGlottalStop",0,10.5214520717,0.2097742236,0.7406649298,0.2097742236,0.9504391534,0.2097742236,"m#mV","Neg",79,238,15,"memorial",79,1646,4,"unstressed","unstressed","transparent","bound",1,1004.83,804.63,19,"female","British English","I only know British English","Cuckfield. West Sussex. UK","I know a little weeny bit of spanish (did it for GCSE)","No knowledge of latin- always something I wish I was taught","I am currently studying English Language and English Language Teaching","Anglia Ruskin University","Not really. but did occur slightly in my English Language A-Level","As I have just started the course. I've had 2 lectures on it!","Just had 2 lectures on it!","Not as of yet.","Slightly. 2 lectures into it.","accented","Experiment_1",4.36944785246702,7.40610338123702,4.36944785246702,0.0479951397326853,-3.03665552876999,NA,NA,NA,NA,NA,NA,"mm",1,"word",103.0527309,"pause","pause",1.14169461394748,"MidFreq","unstressed-unstressed"
"143",143,"immemorial","Experiment_1_participant_8",5336,"Participant_8_256.TextGrid","N","N","Accented","Mandy",175,0.681725169,5,9,0.0607074177,"I","V",0.0816746861,"@","V",0.0603081833,0.1183136153,0,1.739046278,"NoGlottalStop",0,13.2018009741,0.1423821039,0.5393430651,0.1423821039,0.681725169,0.1423821039,"m#mV","Neg",79,238,15,"memorial",79,1646,4,"unstressed","unstressed","transparent","bound",1,825.2,680.24,24,"female","British English","No","Surrey. England","None","No","English Language & Linguistics - First Year","Anglia Ruskin University","currently studying","currently studying","currently studying","currently studying","currently studying","accented","Experiment_1",4.36944785246702,7.40610338123702,4.36944785246702,0.0479951397326853,-3.03665552876999,NA,NA,NA,NA,NA,NA,"mm",1,"word",60.7074177,"pause","no pause",2.30011130273096,"MidFreq","unstressed-unstressed"
"144",144,"immemorial","Experiment_1_participant_18",1585,"Participant_18_245.TextGrid","N","N","Accented","Simon",163,0.8029771583,5,9,0.1244297222,"I","V",0.0799296014,"@","V",0.0541037139,0.0752904154,0,3.4334648526,"NoGlottalStop",0,11.2082889364,0.2043593236,0.5986178347,0.2043593236,0.8029771583,0.2043593236,"m#mV","Neg",79,238,15,"memorial",79,1646,4,"unstressed","unstressed","transparent","bound",2,1053.82,889.01,21,"female","british","no","lincolnshire","german - medium. dutch - basic","yes - 5 years - basic","marine biology - 2","anglia ruskin","no","no","no","no","no","unaccented","Experiment_1",4.36944785246702,7.40610338123702,4.36944785246702,0.0479951397326853,-3.03665552876999,NA,NA,NA,NA,NA,NA,"mm",1,"word",124.4297222,"pause","no pause",2.62125881183398,"MidFreq","unstressed-unstressed"
"145",145,"immemorial","Experiment_1_participant_29",3405,"Participant_29_135.TextGrid","N","N","Unaccented","Mandy",41,0.8336475543,5,10,0.0683929976,"I","V",0.0737660687,"@","V",0.0640766026,0,0,3.3034596135,"GlottalStop",0.1284195484,11.9954769242,0.2705786147,0.5630689396,0.2705786147,0.7052280059,0.1421590663,"m#mV","Neg",79,238,15,"memorial",79,1646,4,"unstressed","unstressed","transparent","bound",3,1220.52,1005.9,61,"Female","British","no","UK","French medium","no","not currently","Leicester","yes","yes","yes","yes","yes","unaccented","Experiment_1",4.36944785246702,7.40610338123702,4.36944785246702,0.0479951397326853,-3.03665552876999,NA,NA,NA,NA,NA,NA,"mm",1,"word",68.3929976,"no pause","no pause",2.72441653689979,"MidFreq","unstressed-unstressed"
"146",146,"immemorial","Experiment_1_participant_32",4214,"Participant_32_240.TextGrid","N","N","Accented","Simon",158,0.7897932729,5,9,0.0660692126,"I","V",0.0459815428,"@","V",0.0649878277,0.0912717309,0.1889186193,2.1150521542,"NoGlottalStop",0,11.3953870072,0.1120507554,0.6777425175,0.1120507554,0.7897932729,0.1120507554,"m#mV","Neg",79,238,15,"memorial",79,1646,4,"unstressed","unstressed","transparent","bound",1,609.81,528.25,18,"Female","British English","No","North London","Basic French","Yes I did Latin GCSE","Natural Sciences (Biological). 1st year","Cambridge","No","No","No","No","No","accented","Experiment_1",4.36944785246702,7.40610338123702,4.36944785246702,0.0479951397326853,-3.03665552876999,NA,NA,NA,NA,NA,NA,"mm",1,"word",66.0692126,"pause","pause",1.89120631945502,"MidFreq","unstressed-unstressed"
