"","X","Item","Participant","ID","Filename","DeletionMorph","DeviantPronun","Accentuation","Annotator","Order","WordDur","SyllNum","SegNum","ConsonantDur","PrecSeg","PrecSegVC","PrecSegDur","FollSeg","FollSegVC","FollSegDur","PrePauseDur","PostPauseDur","SentenceDur","GlottalStop","GlottalStopDur","LocSpeech","AffixDur","BaseDuration","FirstSyllDur","WordDurWithoutGlottalStop","AffixDurWithoutGlottalStop","Environment","Affix","WordFormFrequencyBNC","WordFormFrequencyAllCOCA","WordFormFrequencySpokenCOCA","Base","WordLemmaFrequencyBNC","BaseLemmaFrequencyBNC","SyllPhon","AffixStress","BaseInitialStress","SemanticTransparency","TypeOfRoot","Rating","TimeRating","TotalTime","Age","Sex","L1","Bilingual","Grow_Up_Region","Languages","Latin","Profession_Studies","University","Knowledge_English_Ling","Phonetics","Phonology","Morphology","Semantics","AccentuationCondition","Experiment","logWordFormFreq","logBaseLemmaFreq","logWordLemmaFreq","RelFreq","logRelFreq","Root","BaseFinalStress","SuffixAdjSuffix","LastSyllDur","InCorpus","Consonant","Orthography","median","TypeOfBase","ConsonantDurMS","PrePause","PostPause","GlobalSpeechRate","WordFreqCategorical","Environment2","StressPattern"
"1",5000,"disabled","participant_2B_Experiment_2",2245,"participant_2_B_323.TextGrid","N","N","Accented","Sonia",323,0.455755184908958,3,7,0.0887016412213204,"I","V",0.0455489662906357,"eI","V",0.135142874321446,0.054842392830148,0,3.5920000000001,"NoGlottalStop",0,15.3591231252768,0.134250607511956,0.301702679779922,0.154052505129036,0.455755184908958,0.134250607511956,"s#V","dis",3095,6368,812,"abled",3095,4,3,"unstressed","primary","transparent","word",2,651.89,768.76,20,"female","British English","no","England","Japanese. basic.  French. basic","no","English Language and Linguistics. 2nd year","Anglia Ruskin","2 years","Yes","Yes","Yes","Yes","unaccented","Experiment_2",8.0375431851187,1.38629436111989,8.0375431851187,773.75,6.65124882399881,"able",NA,NA,0.166559805458477,"no","s","s",1,"word",88.7016412213204,"pause","no pause",2.50556792873044,"HighFreq","s#V-stressed","unstressed-primary"
"2",5001,"disabled","participant_6B_Experiment_2",3955,"participant_6_B_72.TextGrid","N","N","Unaccented","Viktoria",72,0.537727549874907,3,7,0.0990137460669018,"I","V",0.0325703914640791,"eI","V",0.148572043804602,0.0759410089691648,0,7.23200000000008,"NoGlottalStop",0,13.0177447698717,0.131584137530981,0.377868187015754,0.159859362859153,0.537727549874907,0.131584137530981,"s#V","dis",3095,6368,812,"abled",3095,4,3,"unstressed","primary","transparent","word",1,680.66,792.64,33,"male","British English","no","England. South East","None","no","Fine Art. Second Year","Anglia Ruskin","no","no","no","no","no","unaccented","Experiment_2",8.0375431851187,1.38629436111989,8.0375431851187,773.75,6.65124882399881,"able",NA,NA,0.229296143211152,"no","s","s",1,"word",99.0137460669018,"pause","no pause",1.24446902654866,"HighFreq","s#V-stressed","unstressed-primary"
"3",5002,"disabled","participant_10A_Experiment_2",152,"participant_10_A_316.TextGrid","N","N","Unaccented","Viktoria",316,0.655810235680352,3,7,0.129926513086626,"I","V",0.0473251877407432,"eI","V",0.158302698627542,0.0972384240820605,0,4.66800000000012,"NoGlottalStop",0,10.6738193751094,0.177251700827369,0.467566294981875,0.188243940698477,0.655810235680352,0.177251700827369,"s#V","dis",3095,6368,812,"abled",3095,4,3,"unstressed","primary","transparent","word",2,690.83,785.84,25,"female","British English","no","Surrey. England","None","no","English Language & Linguistics - Second Year","Anglia Ruskin University","Yes - one year","Yes","Yes","Yes","Yes","accented","Experiment_2",8.0375431851187,1.38629436111989,8.0375431851187,773.75,6.65124882399881,"able",NA,NA,0.309263596354333,"no","s","s",1,"word",129.926513086626,"pause","no pause",0.856898029134511,"HighFreq","s#V-stressed","unstressed-primary"
"4",5003,"disabled","participant_13A_Experiment_2",1296,"participant_13_A_155.TextGrid","N","N","Accented","Sonia",155,0.624961187691451,3,8,0.104962453239383,"I","V",0.0710661484266892,"eI","V",0.168676224888294,0,0,4.12800000000004,"NoGlottalStop",0,12.8007949254437,0.176028601666072,0.429712649150739,0.195248538540712,0.624961187691451,0.176028601666072,"s#V","dis",3095,6368,812,"abled",3095,4,3,"unstressed","primary","transparent","word",1,752.18,872.99,19,"male","British English","no","South Devon","French proficient and Spanish medium proficient","no","Linguistics 1st year","University of Cambridge","Yes. for around 4 weeks","Yes","Yes","no","no","accented","Experiment_2",8.0375431851187,1.38629436111989,8.0375431851187,773.75,6.65124882399881,"able",NA,NA,0.261036424262445,"no","s","s",1,"word",104.962453239383,"no pause","no pause",0.968992248062006,"HighFreq","s#V-stressed","unstressed-primary"
"5",5004,"disabled","participant_9A_Experiment_2",4898,"participant_9_A_224.TextGrid","N","N","Accented","Viktoria",224,0.754662293488825,3,7,0.0928265631286656,"I","V",0.0743897719873097,"aI","V",0.176322686741591,0.0813462194913803,0.336928409459022,4.39599999999996,"NoGlottalStop",0,9.27567212565876,0.167216335115975,0.569315295040322,0.185346998448503,0.754662293488825,0.167216335115975,"s#V","dis",3095,6368,812,"abled",3095,4,3,"unstressed","primary","transparent","word",1,677.58,776.81,20,"female","British English ","no","Maidenhead. Berksire. Uk","None ","no","English Langaueg and Linguistics - Year 2","Anglia Ruskin ","Yes two years ","Yes ","Yes","Yes","Yes","accented","Experiment_2",8.0375431851187,1.38629436111989,8.0375431851187,773.75,6.65124882399881,"able",NA,NA,0.392992608298731,"no","s","s",1,"word",92.8265631286656,"pause","pause",0.909918107370345,"HighFreq","s#V-stressed","unstressed-primary"
"6",5005,"disabled","participant_5B_Experiment_2",3347,"participant_5_B_103.TextGrid","N","N","Accented","Viktoria",103,0.472725268950807,3,7,0.0904792300796289,"I","V",0.0434856840513984,"eI","V",0.110444436910976,0.0447470871817561,0,4.81600000000003,"NoGlottalStop",0,14.8077550741812,0.133964914131027,0.30756326487269,0.165162004078117,0.472725268950807,0.133964914131027,"s#V","dis",3095,6368,812,"abled",3095,4,3,"unstressed","primary","transparent","word",1,868.83,1043.44,20,"male","British English","no","Leeds","None","I know a few words and phrases. I have never studied it","English Language and English Language Teaching. 2nd year","Anglia Ruskin University","Yes. 1 year","Yes","Yes","Yes","Yes","unaccented","Experiment_2",8.0375431851187,1.38629436111989,8.0375431851187,773.75,6.65124882399881,"able",NA,NA,0.197118827961713,"no","s","s",1,"word",90.4792300796289,"pause","no pause",1.86877076411959,"HighFreq","s#V-stressed","unstressed-primary"
"7",5006,"disabled","participant_12A_Experiment_2",1045,"participant_12_A_99.TextGrid","N","N","Accented","Mandy",99,0.723944623463421,3,7,0.116829544406308,"I","V",0.0721454076107375,"eI","V",0.168502193227018,0.128464329321472,0.179973743883518,5.00800000000004,"NoGlottalStop",0,9.66924785836702,0.188974952017045,0.515178109207445,0.208766514255976,0.723944623463421,0.188974952017045,"s#V","dis",3095,6368,812,"abled",3095,4,3,"unstressed","primary","transparent","word",2,972.92,1298.44,31,"male","British English","no","Cambridge. UK","Japanese (basic/functional). French (GCSE). German (GCSE)","Yes. I did Latin GCSE. (That was for three years at secondary school.)","I studied Pure Mathematics.","I studied at Warwick.","Yes. I did a CELTA English-teaching qualification. which has a large component on phonetics. etc. I continue to build on that as I teach EFL.","no","no","no","no","accented","Experiment_2",8.0375431851187,1.38629436111989,8.0375431851187,773.75,6.65124882399881,"able",NA,NA,0.346675915980427,"no","s","s",1,"word",116.829544406308,"pause","pause",0.798722044728428,"HighFreq","s#V-stressed","unstressed-primary"
"8",5007,"disabled","participant_2A_Experiment_2",1892,"participant_2_A_116.TextGrid","N","N","Unaccented","Sonia",116,0.591990940072868,3,8,0.109964078773455,"I","V",0.0378675040048591,"eI","V",0.141644359583967,0.0549740790577526,0,2.9079999999999,"NoGlottalStop",0,13.5137203265565,0.147831582778314,0.404274176635803,0.187716763437064,0.591990940072868,0.147831582778314,"s#V","dis",3095,6368,812,"abled",3095,4,3,"unstressed","primary","transparent","word",2,751.58,838.84,21,"male","British English","no","Nantwich. Cheshire","None","no","Foundation Gaming Technology BS/c 1st Year","Anglia Ruskin University","Yes 1 Year","no","no","no","no","accented","Experiment_2",8.0375431851187,1.38629436111989,8.0375431851187,773.75,6.65124882399881,"able",NA,NA,0.262629817051837,"no","s","s",1,"word",109.964078773455,"pause","no pause",1.37551581843196,"HighFreq","s#V-stressed","unstressed-primary"
"9",5008,"disabled","participant_8A_Experiment_2",4531,"participant_8_A_301.TextGrid","N","N","Accented","Sonia",301,0.479624332164015,3,7,0.0929173394527394,"I","V",0.0485453674938384,"eI","V",0.125616588835119,0.0308036525496842,0,3.14800000000014,"NoGlottalStop",0,14.5947557923443,0.141462706946578,0.307291196599953,0.172333135564062,0.479624332164015,0.141462706946578,"s#V","dis",3095,6368,812,"abled",3095,4,3,"unstressed","primary","transparent","word",3,834.92,1022.03,21,"male","British English","no","London. then Oxfordshire","French (proficient). Arabic (proficient). Farsi (medium proficient)","Yes. I studied Latin for 8 years. proficient.","Middle Eastern Studies. 4th year","University of Cambridge","no","I went to a few lectures on phonetics in my first year of university.","The above lecture also covered phonology.","no","no","accented","Experiment_2",8.0375431851187,1.38629436111989,8.0375431851187,773.75,6.65124882399881,"able",NA,NA,0.181674607764833,"no","s","s",1,"word",92.9173394527394,"pause","no pause",1.2706480304955,"HighFreq","s#V-stressed","unstressed-primary"
"10",5009,"disabled","participant_3B_Experiment_2",2677,"participant_3_B_34.TextGrid","N","N","Unaccented","Viktoria",34,0.565070861678005,3,7,0.0902221191506904,"I","V",0.0385028430564147,"eI","V",0.119749899959984,0.0559410430839002,0,4.672,"NoGlottalStop",0,12.3878268633657,0.128724962207105,0.401215986394558,0.163854875283447,0.565070861678005,0.128724962207105,"s#V","dis",3095,6368,812,"abled",3095,4,3,"unstressed","primary","transparent","word",1,764.26,1073.05,65,"male","British English","no","Aberdeen. Scotland","French. basic","yes. Scottish higher (roughly equivalent to A-level)","Chemistry. PhD  completed","Aberdeen University","no","no","no","no","no","unaccented","Experiment_2",8.0375431851187,1.38629436111989,8.0375431851187,773.75,6.65124882399881,"able",NA,NA,0.281466086434574,"no","s","s",1,"word",90.2221191506904,"pause","no pause",1.9263698630137,"HighFreq","s#V-stressed","unstressed-primary"
"11",5010,"disabled","participant_5A_Experiment_2",3226,"participant_5_A_226.TextGrid","N","N","Unaccented","Mandy",226,0.569005819563013,3,7,0.145119403215832,"I","V",0.0559428038892325,"eI","V",0.149602690166976,0.0434528305637034,0,3.5,"NoGlottalStop",0,12.3021588871901,0.201062207105064,0.344733333333333,0.224272486229681,0.569005819563013,0.201062207105064,"s#V","dis",3095,6368,812,"abled",3095,4,3,"unstressed","primary","transparent","word",1,731.92,833.23,27,"male","British English","no","Taunton. Somerset. UK (South West)","None","no","Psychological and Behavioural Sciences (1st Year)","University of Cambridge","no","no","no","no","no","accented","Experiment_2",8.0375431851187,1.38629436111989,8.0375431851187,773.75,6.65124882399881,"able",NA,NA,0.195130643166357,"no","s","s",1,"word",145.119403215832,"pause","no pause",1.14285714285714,"HighFreq","s#V-stressed","unstressed-primary"
"12",5011,"disabled","participant_10B_Experiment_2",371,"participant_10_B_324.TextGrid","N","N","Accented","Mandy",324,0.505653763977618,3,7,0.0973447837089647,"I","V",0.0449559492704765,"eI","V",0.119152351489068,0,0,3.92799999999988,"NoGlottalStop",0,13.8434646366241,0.142300732979441,0.31035225377629,0.195301510201328,0.505653763977618,0.142300732979441,"s#V","dis",3095,6368,812,"abled",3095,4,3,"unstressed","primary","transparent","word",1,627.46,777.21,19,"female","British English","no","North-West London","German (proficient). French (proficient). Spanish (basic/medium proficient)","no","MML (French and German)- Second Year","University of Cambridge","no","no","no","no","no","unaccented","Experiment_2",8.0375431851187,1.38629436111989,8.0375431851187,773.75,6.65124882399881,"able",NA,NA,0.191199902287222,"no","s","s",1,"word",97.3447837089647,"no pause","no pause",2.29124236252553,"HighFreq","s#V-stressed","unstressed-primary"
"13",5012,"disabled","participant_4B_Experiment_2",3004,"participant_4_B_217.TextGrid","N","N","Accented","Viktoria",217,0.618887221555288,3,7,0.0890384898548164,"I","V",0.0509528239460211,"eI","V",0.213739973739974,0.0681141345427059,0,4.08799999999997,"NoGlottalStop",0,11.310622931281,0.139991313800838,0.450840255294036,0.168046966261252,0.618887221555288,0.139991313800838,"s#V","dis",3095,6368,812,"abled",3095,4,3,"unstressed","primary","transparent","word",2,508.88,607.82,19,"female","British English","no","North London","Basic French","Some - I studied it for GCSE","Natural Sciences (Biological). 2nd year","University of Cambridge","no","no","no","no","no","unaccented","Experiment_2",8.0375431851187,1.38629436111989,8.0375431851187,773.75,6.65124882399881,"able",NA,NA,0.237100281554063,"no","s","s",1,"word",89.0384898548164,"pause","no pause",2.20156555772996,"HighFreq","s#V-stressed","unstressed-primary"
"14",5013,"disabled","participant_1A_Experiment_2",1641,"participant_1_A_45.TextGrid","N","N","Accented","Mandy",45,0.917423105994534,3,7,0.147025646658443,"I","V",0.0696255835508106,"eI","V",0.205589806643378,0.126341647770219,0.491754898540613,7.19999999999993,"NoGlottalStop",0,7.63006725496807,0.216651230209254,0.675925894497323,0.241497211497212,0.917423105994534,0.216651230209254,"s#V","dis",3095,6368,812,"abled",3095,4,3,"unstressed","primary","transparent","word",1,698.32,820.71,25,"female","British English","no","England","Mandarin. basic ","no","MA Dramatherapy year 2","Anglia Ruskin","no","no","no","no","no","accented","Experiment_2",8.0375431851187,1.38629436111989,8.0375431851187,773.75,6.65124882399881,"able",NA,NA,0.470336087853945,"no","s","s",1,"word",147.025646658443,"pause","pause",0.555555555555561,"HighFreq","s#V-stressed","unstressed-primary"
"15",5014,"disabled","participant_6A_Experiment_2",3571,"participant_6_A_121.TextGrid","N","N","Accented","Simon",121,0.762499889665331,3,8,0.137122985959722,"I","V",0.0361017372116774,"eI","V",0.156230536659107,0.152327454518101,0,7.75599999999986,"NoGlottalStop",0,10.4918047968653,0.173224723171399,0.548353525537198,0.214146364128132,0.762499889665331,0.173224723171399,"s#V","dis",3095,6368,812,"abled",3095,4,3,"unstressed","primary","transparent","word",3,629.12,784.73,20,"male","British English","no","Birmingham. UK","Japanese - medium proficient. Dutch - basic. German - medium proficient","no","Abnormal and Clinical Psychology - Year 2","Anglia Ruskin University","no","no","no","no","no","accented","Experiment_2",8.0375431851187,1.38629436111989,8.0375431851187,773.75,6.65124882399881,"able",NA,NA,0.392122988878091,"no","s","s",1,"word",137.122985959722,"pause","no pause",0.515729757607023,"HighFreq","s#V-stressed","unstressed-primary"
"16",5015,"disabled","participant_12B_Experiment_2",1156,"participant_12_B_261.TextGrid","N","N","Accented","Viktoria",261,0.409169160173062,3,7,0.0670975292403864,"I","V",0.0408675671924521,"eI","V",0.123031746031746,0.0511573427858449,0,3.9559999999999,"NoGlottalStop",0,17.1078387164841,0.107965096432838,0.27468364581605,0.134485514357012,0.409169160173062,0.107965096432838,"s#V","dis",3095,6368,812,"abled",3095,4,3,"unstressed","primary","transparent","word",1,770.28,931.2,20,"male","British English","no","Coventry. West Midlands. England.","Japanese - Basic (<N5).","no","English Language and English Language Teaching - Year 2","Anglia Ruskin University","Yes - 1 Year. still in progress.","Yes.","Yes.","Yes.","Yes.","unaccented","Experiment_2",8.0375431851187,1.38629436111989,8.0375431851187,773.75,6.65124882399881,"able",NA,NA,0.151651899784303,"no","s","s",1,"word",67.0975292403864,"pause","no pause",2.2750252780587,"HighFreq","s#V-stressed","unstressed-primary"
"17",5016,"disabled","participant_3A_Experiment_2",2420,"participant_3_A_272.TextGrid","N","N","Accented","Viktoria",272,0.654292742710063,3,7,0.111493866064944,"I","V",0.0697621034945963,"eI","V",0.150239377497031,0.0864882556796303,0,3.85599999999999,"NoGlottalStop",0,10.6985750308129,0.181255969559541,0.444608001413125,0.209684741296938,0.654292742710063,0.181255969559541,"s#V","dis",3095,6368,812,"abled",3095,4,3,"unstressed","primary","transparent","word",2,847.3,962.52,20,"female","British English","no","Kent. England","Portuguese (basic)","no","Second year. Psychological and Behavioural Sciences","University of Cambridge","no","no","no","no","no","accented","Experiment_2",8.0375431851187,1.38629436111989,8.0375431851187,773.75,6.65124882399881,"able",NA,NA,0.294368623916095,"no","s","s",1,"word",111.493866064944,"pause","no pause",1.03734439834025,"HighFreq","s#V-stressed","unstressed-primary"
"18",5017,"disabled","participant_9B_Experiment_2",5035,"participant_9_B_129.TextGrid","N","N","Accented","Simon",129,0.57448223733938,3,7,0.110845203082019,"I","V",0.0470609836120044,"eI","V",0.122803369622677,0.210574452003024,0.142975172975173,9.74799999999982,"NoGlottalStop",0,12.1848850060523,0.157906186694023,0.394818332173354,0.179663905166027,0.57448223733938,0.157906186694023,"s#V","dis",3095,6368,812,"abled",3095,4,3,"unstressed","primary","transparent","word",1,883.15,1000.88,18,"male","British English","no","Southend. Colchester","None","no","Computer Science Year 1","Anglia Ruskin University","no","no","no","no","no","unaccented","Experiment_2",8.0375431851187,1.38629436111989,8.0375431851187,773.75,6.65124882399881,"able",NA,NA,0.272014962550677,"no","s","s",1,"word",110.845203082019,"pause","pause",0.923266311038179,"HighFreq","s#V-stressed","unstressed-primary"
"19",5018,"disabled","participant_8B_Experiment_2",4730,"participant_8_B_279.TextGrid","N","N","Accented","Viktoria",279,0.527376906318083,3,7,0.114026511546705,"I","V",0.0320182261239594,"eI","V",0.155362580935677,0.0581962614105471,0,6.04400000000078,"NoGlottalStop",0,13.273239529715,0.146044737670664,0.346848781089497,0.180528125228586,0.527376906318083,0.146044737670664,"s#V","dis",3095,6368,812,"abled",3095,4,3,"unstressed","primary","transparent","word",1,731.43,938.66,31,"female","British English","no","Cambridge UK","Basic Japanese","no","English Language and English Language Teaching. Year 2","Anglia Ruskin University Cambridge","Year 1 at ARU","Years 1 and 2 ARU","Years 1 and 2 ARU","Year 1 ARU","Year 1 ARU","unaccented","Experiment_2",8.0375431851187,1.38629436111989,8.0375431851187,773.75,6.65124882399881,"able",NA,NA,0.19148620015382,"no","s","s",1,"word",114.026511546705,"pause","no pause",1.48908007941741,"HighFreq","s#V-stressed","unstressed-primary"
"20",5019,"disabuse","participant_13A_Experiment_2",1404,"participant_13_A_324.TextGrid","N","N","Unaccented","Mandy",324,0.770334278155706,3,8,0.104364877960937,"I","V",0.0913485504394593,"@","V",0.0775085359814427,0.0905406437937497,0,5.08400000000006,"NoGlottalStop",0,10.3851019315318,0.195713428400397,0.551522636640863,0.218811641514843,0.770334278155706,0.195713428400397,"s#V","dis",13,87,15,"abuse",36,4872,3,"unstressed","unstressed","transparent","word",2,752.18,872.99,19,"male","British English","no","South Devon","French proficient and Spanish medium proficient","no","Linguistics 1st year","University of Cambridge","Yes. for around 4 weeks","Yes","Yes","no","no","accented","Experiment_2",2.56494935746154,8.49125980938973,3.58351893845611,0.00738916256157635,-4.90774087093362,"abuse",NA,NA,0.47401410065942,"no","s","s",1,"word",104.364877960937,"pause","no pause",0.786782061368992,"MidFreq","s#V-unstressed","unstressed-unstressed"
"21",5020,"disabuse","participant_8A_Experiment_2",4513,"participant_8_A_278.TextGrid","N","N","Unaccented","Sonia",278,0.511540654356981,3,8,0.094195694517123,"I","V",0.0468694783356438,"@","V",0.0534620181405896,0.0291080876795162,0,3.73599999999988,"NoGlottalStop",0,15.6390307043263,0.141065172852767,0.330633813842998,0.180906840513983,0.511540654356981,0.141065172852767,"s#V","dis",13,87,15,"abuse",36,4872,3,"unstressed","unstressed","transparent","word",1,834.92,1022.03,21,"male","British English","no","London. then Oxfordshire","French (proficient). Arabic (proficient). Farsi (medium proficient)","Yes. I studied Latin for 8 years. proficient.","Middle Eastern Studies. 4th year","University of Cambridge","no","I went to a few lectures on phonetics in my first year of university.","The above lecture also covered phonology.","no","no","accented","Experiment_2",2.56494935746154,8.49125980938973,3.58351893845611,0.00738916256157635,-4.90774087093362,"abuse",NA,NA,0.277171795702408,"no","s","s",1,"word",94.195694517123,"pause","no pause",1.0706638115632,"MidFreq","s#V-unstressed","unstressed-unstressed"
"22",5021,"disabuse","participant_4A_Experiment_2",2720,"participant_4_A_100.TextGrid","N","N","Accented","Viktoria",100,0.758739772406658,3,8,0.102415832708347,"I","V",0.0482519484581412,"@","V",0.0333173153696291,0.0818423756040609,0,2.76400000000001,"NoGlottalStop",0,10.5437994565972,0.150667781166488,0.573945258854715,0.184794513551943,0.758739772406658,0.150667781166488,"s#V","dis",13,87,15,"abuse",36,4872,3,"unstressed","unstressed","transparent","word",2,871.8,996.91,19,"female","British English","no","Wells-next-the-sea. Norfolk. UK","None","no","2nd Year Meida Studies","Anglia Ruskin University ","no","no","no","no","no","accented","Experiment_2",2.56494935746154,8.49125980938973,3.58351893845611,0.00738916256157635,-4.90774087093362,"abuse",NA,NA,0.540627943485086,"no","s","s",1,"word",102.415832708347,"pause","no pause",1.44717800289435,"MidFreq","s#V-unstressed","unstressed-unstressed"
"23",5022,"disabuse","participant_6B_Experiment_2",3780,"participant_6_B_121.TextGrid","N","N","Accented","Mandy",121,0.553351864839832,3,7,0.104303197607545,"I","V",0.0619694773998236,"@","V",0.0233964474678761,0.0773987742457338,0,7.63599999999997,"NoGlottalStop",0,12.6501787466211,0.166272675007369,0.366387241118669,0.186964623721163,0.553351864839832,0.166272675007369,"s#V","dis",13,87,15,"abuse",36,4872,3,"unstressed","unstressed","transparent","word",1,680.66,792.64,33,"male","British English","no","England. South East","None","no","Fine Art. Second Year","Anglia Ruskin","no","no","no","no","no","unaccented","Experiment_2",2.56494935746154,8.49125980938973,3.58351893845611,0.00738916256157635,-4.90774087093362,"abuse",NA,NA,0.342990793650793,"no","s","s",1,"word",104.303197607545,"pause","no pause",1.17862755369304,"MidFreq","s#V-unstressed","unstressed-unstressed"
"24",5023,"disabuse","participant_9A_Experiment_2",4950,"participant_9_A_301.TextGrid","N","N","Unknown","Viktoria",301,0.683834359286228,3,8,0.0905359387071458,"I","V",0.0664179750510803,"@","V",0.0577331258280713,0.0804497591230398,0.177024437845314,7.89599999999996,"NoGlottalStop",0,11.6987394554878,0.156953913758226,0.511431500700408,0.17240285858582,0.683834359286228,0.156953913758226,"s#V","dis",13,87,15,"abuse",36,4872,3,"unstressed","unstressed","transparent","word",1,677.58,776.81,20,"female","British English ","no","Maidenhead. Berksire. Uk","None ","no","English Langaueg and Linguistics - Year 2","Anglia Ruskin ","Yes two years ","Yes ","Yes","Yes","Yes","accented","Experiment_2",2.56494935746154,8.49125980938973,3.58351893845611,0.00738916256157635,-4.90774087093362,"abuse",NA,NA,0.453698374872337,"no","s","s",1,"word",90.5359387071458,"pause","pause",0.506585612968594,"MidFreq","s#V-unstressed","unstressed-unstressed"
"25",5024,"disabuse","participant_4B_Experiment_2",3018,"participant_4_B_236.TextGrid","N","N","Accented","Viktoria",236,0.580403034229565,3,8,0.0994469271322007,"I","V",0.0527343027745595,"@","V",0.0598352430673266,0.0845776179324187,0,4.12000000000012,"NoGlottalStop",0,13.783525461095,0.15218122990676,0.391795614517494,0.188607419712071,0.580403034229565,0.15218122990676,"s#V","dis",13,87,15,"abuse",36,4872,3,"unstressed","unstressed","transparent","word",2,508.88,607.82,19,"female","British English","no","North London","Basic French","Some - I studied it for GCSE","Natural Sciences (Biological). 2nd year","University of Cambridge","no","no","no","no","no","unaccented","Experiment_2",2.56494935746154,8.49125980938973,3.58351893845611,0.00738916256157635,-4.90774087093362,"abuse",NA,NA,0.331960371450167,"no","s","s",1,"word",99.4469271322007,"pause","no pause",2.18446601941741,"MidFreq","s#V-unstressed","unstressed-unstressed"
"26",5025,"disabuse","participant_10A_Experiment_2",34,"participant_10_A_145.TextGrid","N","N","Unaccented","Mandy",145,0.724272632129775,3,8,0.127305218818832,"I","V",0.0587638110328519,"@","V",0.0739936751201116,0.0719662480376764,0,6.0920000000001,"NoGlottalStop",0,11.0455643981403,0.186069029851684,0.518530479585488,0.205742152544287,0.724272632129775,0.186069029851684,"s#V","dis",13,87,15,"abuse",36,4872,3,"unstressed","unstressed","transparent","word",1,690.83,785.84,25,"female","British English","no","Surrey. England","None","no","English Language & Linguistics - Second Year","Anglia Ruskin University","Yes - one year","Yes","Yes","Yes","Yes","accented","Experiment_2",2.56494935746154,8.49125980938973,3.58351893845611,0.00738916256157635,-4.90774087093362,"abuse",NA,NA,0.444536804465376,"no","s","s",1,"word",127.305218818832,"pause","no pause",0.656598818122117,"MidFreq","s#V-unstressed","unstressed-unstressed"
"27",5026,"disabuse","participant_12A_Experiment_2",899,"participant_12_A_187.TextGrid","N","N","Unaccented","Viktoria",187,0.721599059376838,3,8,0.124600785528386,"I","V",0.0622079661849013,"@","V",0.0589580563480285,0.0801083396321487,0.0472147046111426,4.51199999999972,"NoGlottalStop",0,11.0864889526168,0.186808751713287,0.513869762420971,0.207729296955867,0.721599059376838,0.186808751713287,"s#V","dis",13,87,15,"abuse",36,4872,3,"unstressed","unstressed","transparent","word",3,972.92,1298.44,31,"male","British English","no","Cambridge. UK","Japanese (basic/functional). French (GCSE). German (GCSE)","Yes. I did Latin GCSE. (That was for three years at secondary school.)","I studied Pure Mathematics.","I studied at Warwick.","Yes. I did a CELTA English-teaching qualification. which has a large component on phonetics. etc. I continue to build on that as I teach EFL.","no","no","no","no","accented","Experiment_2",2.56494935746154,8.49125980938973,3.58351893845611,0.00738916256157635,-4.90774087093362,"abuse",NA,NA,0.454911706072942,"no","s","s",1,"word",124.600785528386,"pause","pause",0.88652482269509,"MidFreq","s#V-unstressed","unstressed-unstressed"
"28",5027,"disabuse","participant_5A_Experiment_2",3339,"participant_5_A_93.TextGrid","N","N","Unaccented","Viktoria",93,0.580930506882888,3,8,0.10357356407318,"I","V",0.0408373019567336,"@","V",0.036678146943157,0.0708926321851491,0,3.31999999999994,"NoGlottalStop",0,13.7710103105547,0.144410866029914,0.415431892622368,0.165498614260519,0.580930506882888,0.144410866029914,"s#V","dis",13,87,15,"abuse",36,4872,3,"unstressed","unstressed","transparent","word",1,731.92,833.23,27,"male","British English","no","Taunton. Somerset. UK (South West)","None","no","Psychological and Behavioural Sciences (1st Year)","University of Cambridge","no","no","no","no","no","accented","Experiment_2",2.56494935746154,8.49125980938973,3.58351893845611,0.00738916256157635,-4.90774087093362,"abuse",NA,NA,0.378753745679211,"no","s","s",1,"word",103.57356407318,"pause","no pause",1.20481927710846,"MidFreq","s#V-unstressed","unstressed-unstressed"
"29",5028,"disabuse","participant_2B_Experiment_2",2217,"participant_2_B_284.TextGrid","N","N","Accented","Sonia",284,0.598057466099599,3,8,0.119059049764886,"I","V",0.0577498623659367,"@","V",0.0486160438201253,0.100937830687831,0,3.93600000000015,"NoGlottalStop",0,13.3766409642442,0.176808912130823,0.404323959998746,0.193733506100853,0.598057466099599,0.176808912130823,"s#V","dis",13,87,15,"abuse",36,4872,3,"unstressed","unstressed","transparent","word",1,651.89,768.76,20,"female","British English","no","England","Japanese. basic.  French. basic","no","English Language and Linguistics. 2nd year","Anglia Ruskin","2 years","Yes","Yes","Yes","Yes","unaccented","Experiment_2",2.56494935746154,8.49125980938973,3.58351893845611,0.00738916256157635,-4.90774087093362,"abuse",NA,NA,0.355707916178621,"no","s","s",1,"word",119.059049764886,"pause","no pause",2.28658536585357,"MidFreq","s#V-unstressed","unstressed-unstressed"
